index,true_label,wife_age,number_of_children_ever_born,wife_education_1,wife_education_2,wife_education_3,wife_education_4,husband_education_1,husband_education_2,husband_education_3,husband_education_4,wife_religion_0,wife_religion_1,wife_now_working_0,wife_now_working_1,husband_occupation_1,husband_occupation_2,husband_occupation_3,husband_occupation_4,standard_of_living_index_1,standard_of_living_index_2,standard_of_living_index_3,standard_of_living_index_4,media_exposure_0,media_exposure_1,label,description_lengths,description_lengths_unnormalized,is_error,L_0,L_1,L_2,r_min,r_med,relative_position,pseudo_probability,normalized_entropy,description_length_margin,description_length_true_cost,kullback_leibler_divergence
10,0,38.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,[0.18657553 0.30659073 0.50683374],[10.43795844 17.15220279 28.35478768],0,10.43795844,17.15220279,28.35478768,0.6085491506360303,0.4587408805432814,0.0,0.0012120483557130912,0.00851160831043358,0.8799847979004976,0.1865755290366825,0.5004374122803776
11,0,42.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,[0.29845087 0.34724731 0.35430181],[ 8.76106852 10.19349506 10.40058082],0,8.76106852,10.19349506,10.40058082,0.8594764080005866,0.8508338582609094,0.0,0.30206764002583963,0.7467354683902806,0.951203560083622,0.29845087458338476,0.6268766694713808
12,0,44.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,[0.31484879 0.32351594 0.36163527],[10.43368605 10.72090453 11.98413034],0,10.43368605,10.72090453,11.98413034,0.9732094917766039,0.9190636445898519,0.0,0.4904462415679913,0.866224193055816,0.9913328435130401,0.314848785952634,0.7256560785818201
13,0,42.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,[0.29567656 0.36966878 0.33465466],[12.20741047 15.26228045 13.81667443],0,12.20741047,15.26228045,13.81667443,0.8835274024124539,0.8396044850674079,0.0,0.19818060223842793,0.5410685326375676,0.9610219028408364,0.29567655971208723,0.5789953869009087
14,0,38.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,[0.35939121 0.33578381 0.30482497],[9.95339056 9.29958027 8.44217086],1,9.95339056,9.29958027,8.44217086,1.0,1.0,0.9999999993382828,0.8658637977247423,0.8388180575325732,0.9690411618194165,0.359391212764025,0.9477588388015631
15,0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,[0.27374245 0.45395959 0.27229796],[12.94735442 21.47118816 12.87903334],1,12.94735442,21.47118816,12.87903334,1.0,0.7538440134510431,0.007951565285231778,0.5171199596200524,0.6312337267041926,0.9985555056750876,0.273742452290275,0.7408254400584002
16,0,48.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,[0.30148058 0.349189   0.34933042],[14.03627111 16.25747028 16.26405437],0,14.03627111,16.25747028,16.26405437,0.8633736287006533,0.8631988358600401,0.0,0.17779791475416373,0.5382035560646247,0.9522915736517614,0.3014805765731234,0.5701430971687734
17,0,39.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,[0.29567384 0.45406062 0.25026554],[11.2695762  17.30647119  9.53884393],1,11.2695762,17.30647119,9.53884393,1.0,0.839593511850004,0.22281350685938883,0.8495601485036529,0.38832846046824177,0.9545917039242239,0.29567383795190966,0.9389312081093142
18,0,37.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,[0.28024883 0.42285244 0.29689874],[12.3310586  18.60567359 13.06366126],0,12.3310586,18.60567359,13.06366126,0.9439205712423746,0.7787380857619284,0.0,0.3254818938763476,0.581867328396037,0.9833500884300991,0.2802488258140735,0.638317919943692
19,0,39.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,[0.25533519 0.4659473  0.27871751],[11.54522574 21.06825504 12.6024801 ],0,11.54522574,21.06825504,12.6024801,0.9161074365897148,0.6857721217734142,0.0,0.25787478789104956,0.5200525360062891,0.9766176735073153,0.2553351850773422,0.6059370481996488
20,0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,[0.37030857 0.31894654 0.31074488],[16.44752    14.16623867 13.801956  ],1,16.44752,14.16623867,13.801956,1.0,1.0,0.9999999996220087,0.9598080528729758,0.7447405742216111,0.9917983382075838,0.3703085748328384,0.9904057395624939
21,0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,[0.35621057 0.34503551 0.29875392],[13.94176293 13.50438087 11.69296097],1,13.94176293,13.50438087,11.69296097,1.0,1.0,0.9999999995553187,0.916840080018919,0.5993765745428612,0.9537184125544392,0.35621057281642543,0.9730897156889445
22,0,46.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,[0.29031064 0.33325112 0.37643824],[10.16061759 11.66349645 13.17500769],0,10.16061759,11.66349645,13.17500769,0.871146798276674,0.8181344200047198,0.0,0.21356721197478112,0.5639388185239913,0.9570595264775217,0.29031064459541484,0.5857939537765958
23,0,39.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,[0.2952342  0.33699407 0.36777173],[ 8.62192348  9.84146495 10.7402857 ],0,8.62192348,9.84146495,10.7402857,0.8760813072980479,0.8378221683646894,0.0,0.2935827370209768,0.7117375497668689,0.9582401356579497,0.29523420379656057,0.6227900272899732
24,0,48.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,[0.29194207 0.31495242 0.39310551],[10.1874224  10.99037695 13.71755693],0,10.1874224,10.99037695,13.71755693,0.9269402173756252,0.824627623552259,0.0,0.32309140493780664,0.6405697978093123,0.976989644595284,0.2919420658142671,0.6371387691562316
25,0,40.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,[0.29026259 0.38359817 0.32613925],[12.55242611 16.58873003 14.10391482],0,12.55242611,16.58873003,14.10391482,0.8899958819454927,0.8179435933610691,0.0,0.1867239964118833,0.48431852181106444,0.9641233399431998,0.29026258556310947,0.5739982745543089
26,0,38.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,[0.39093764 0.3056008  0.30346156],[12.91686127 10.09727042 10.0265885 ],1,12.91686127,10.09727042,10.0265885,1.0,1.0,0.9999999996540119,0.9720422098816149,0.7288573272430353,0.9978607633371366,0.3909376428640451,0.9942945168529158
27,0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,[0.27420303 0.33330525 0.39249172],[ 9.06044786 11.01335313 12.96904264],0,9.06044786,11.01335313,12.96904264,0.8226784115817524,0.7555915552505628,0.0,0.1393629631433747,0.415090447397476,0.9408977843490495,0.2742030305012764,0.553920284133799
28,0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,[0.27737767 0.34040821 0.38221413],[ 9.82003877 12.0515174  13.53157799],0,9.82003877,12.0515174,13.53157799,0.8148383679208032,0.7676974673729896,0.0,0.11645903052698947,0.3783439723920196,0.9369694609564203,0.2773776673370837,0.5445393806786746
29,0,43.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,[0.3135237  0.32193871 0.36453758],[13.4486372  13.80960006 15.63688376],0,13.4486372,13.80960006,15.63688376,0.973861454393643,0.913429072299103,0.0,0.4472444720423786,0.7896480110142815,0.9915849902877466,0.3135237033931202,0.7016749267698358
30,0,31.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,[0.37940483 0.324238   0.29635718],[10.90745269  9.32146971  8.51992828],1,10.90745269,9.32146971,8.51992828,1.0,1.0,0.999999999581156,0.9403718412101908,0.7353813351713213,0.9721191835147088,0.37940482598870257,0.9831740252647361
31,0,31.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,[0.32518182 0.36712816 0.30769002],[8.23552418 9.29785334 7.79252872],1,8.23552418,9.29785334,7.79252872,1.0,0.9637612722902743,0.29428566690533164,0.6555305506299709,0.8689011570701876,0.982508208954717,0.32518181586993106,0.8231085755839176
32,0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,[0.35542099 0.34805977 0.29651924],[12.63527714 12.37358457 10.54130987],1,12.63527714,12.37358457,10.54130987,1.0,1.0,0.9999999995224376,0.9039955239377769,0.618005481994095,0.948459469574564,0.35542098893140084,0.9670976202120914
33,0,33.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,[0.30434339 0.38133462 0.31432199],[10.14711034 12.71407447 10.47980705],0,10.14711034,12.71407447,10.47980705,0.9682535461405987,0.8749816481019101,0.0,0.442510534176485,0.7529084807505905,0.9900213913435141,0.30434338553285195,0.6990932015700166
34,0,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,[0.27869746 0.46935626 0.25194628],[10.75485823 18.11232898  9.72253739],1,10.75485823,18.11232898,9.72253739,1.0,0.7727616210738243,0.12304487290332745,0.737409578329632,0.5255008230886293,0.973248815567519,0.27869746004150814,0.8731512927735481
35,0,42.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,[0.26984394 0.40574532 0.32441074],[13.63484063 20.50174873 16.39202544],0,13.63484063,20.50174873,16.39202544,0.8317971857154586,0.7391404612840052,0.0,0.0606023203862639,0.21265900788897796,0.9454332001607645,0.2698439425600513,0.5225327315233138
36,0,43.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,[0.31535613 0.35419403 0.33044984],[15.13786584 17.00218007 15.86240112],0,15.13786584,17.00218007,15.86240112,0.9543237322349137,0.9212267609048312,0.0,0.3900773511830349,0.8053815687787189,0.9849062844747875,0.31535612820371345,0.6711303141062922
37,0,25.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,[0.30170344 0.38685777 0.31143879],[ 8.88541244 11.39327697  9.17212629],0,8.88541244,11.39327697,9.17212629,0.968740743214435,0.8641126387653326,0.0,0.45419866896966876,0.7595563602966022,0.9902646550468799,0.301703441093426,0.7054842830465372
38,0,42.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,[0.32155086 0.34993969 0.32850946],[10.71523792 11.66125646 10.94712367],0,10.71523792,11.66125646,10.94712367,0.9788176549412437,0.9478996599879003,0.0,0.5415621180482997,0.9399399123807332,0.9930413993569033,0.3215508563206104,0.7549523163081049
39,0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,[0.25888188 0.50791898 0.23319914],[ 9.10912159 17.8718411   8.20543835],1,9.10912159,17.8718411,8.20543835,1.0,0.69862514659683,0.09348702545075664,0.711718824314961,0.547132593802471,0.974317258563983,0.25888187824000086,0.8574721656706203
40,0,28.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,[0.29773797 0.4680944  0.23416764],[10.66690471 16.77017675  8.38940338],1,10.66690471,16.77017675,8.38940338,1.0,0.8479398029725435,0.27175312219762937,0.9070158212989802,0.2833923271471782,0.9364296737425487,0.2977379655676614,0.9685338439771581
41,0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,[0.26343712 0.41101911 0.32554377],[11.54445894 18.01186274 14.2661245 ],0,11.54445894,18.01186274,14.2661245,0.809221799458625,0.7153146727177828,0.0,0.0630724455630649,0.22051686508325485,0.9378933446855364,0.2634371183278515,0.5234803531622367
42,0,48.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,[0.28244114 0.38952719 0.32803167],[11.76515967 16.22585684 13.66424482],0,11.76515967,16.22585684,13.66424482,0.8610179211600939,0.7872278122732067,0.0,0.13886627014173247,0.39933275391354367,0.9544094769947657,0.2824411441453213,0.5537146022248921
43,0,40.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,[0.31716512 0.33829521 0.34453967],[8.94132758 9.53701418 9.71305425],0,8.94132758,9.53701418,9.71305425,0.9375395076808474,0.9289657968318229,0.0,0.5033272801686732,0.9467058491167458,0.9788699147864983,0.31716512288044135,0.7329482279201565
44,0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,[0.2592635  0.50271201 0.23802448],[ 9.2170388  17.8718411   8.46197341],1,9.2170388,17.8718411,8.46197341,1.0,0.7000154721831054,0.08024187106500716,0.6802992338069582,0.5709236493652179,0.9787609770321217,0.25926350401125536,0.8382420530868326
45,0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,[0.2840249  0.38361147 0.33236363],[ 9.04462021 12.21590067 10.58394084],0,9.04462021,12.21590067,10.58394084,0.8545607298713358,0.7933932527767475,0.0,0.20412368566026462,0.5434213324514694,0.9516612765043257,0.2840249048403753,0.5816094377010143
46,0,32.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,[0.32520915 0.37036932 0.30442154],[8.09567024 9.21987558 7.578189  ],1,8.09567024,9.21987558,7.578189,1.0,0.9638813091211629,0.3152131752729484,0.6669671638599164,0.8483532813630775,0.9792123904379563,0.3252091459241628,0.8300897686059777
47,0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,[0.27870905 0.33681432 0.38447663],[ 9.98532597 12.067067   13.77466747],0,9.98532597,12.067067,13.77466747,0.8274857485396008,0.7728061737356899,0.0,0.12840615182249415,0.39904163596527237,0.9418947297273185,0.2787090497263608,0.5494062586101967
48,0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,[0.34285462 0.33713152 0.32001387],[10.62164279 10.44434093  9.9140358 ],1,10.62164279,10.44434093,9.9140358,1.0,1.0,0.9999999985867862,0.7632083099347053,0.9561650258103881,0.9828823500372385,0.34285461901662306,0.8887770408629854
49,0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,[0.37127062 0.34985102 0.27887836],[12.52217419 11.79973615  9.40597827],1,12.52217419,11.79973615,9.40597827,1.0,1.0,0.9999999996790959,0.9609677542072705,0.40162059016703744,0.9290273426952881,0.37127062219708656,0.9907989100552308
50,0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2,[0.38597095 0.32038059 0.29364846],[13.25983745 11.00651349 10.08814482],1,13.25983745,11.00651349,10.08814482,1.0,1.0,0.9999999996847109,0.9709024383850994,0.6481585523303081,0.9732678751453965,0.38597095245545326,0.9939579879295636
51,0,49.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,[0.31102287 0.31370166 0.37527548],[13.37381437 13.48900085 16.13664162],0,13.37381437,13.48900085,16.13664162,0.9914607106729139,0.9028539639361378,0.0,0.4883112421771796,0.7389223442157925,0.9973212108137568,0.31102286755510977,0.7244535639992212
52,0,40.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,[0.30776917 0.32095433 0.3712765 ],[11.04751842 11.52080579 13.3271435 ],0,11.04751842,11.52080579,13.3271435,0.9589189003281584,0.8892096720075678,0.0,0.4203817843077582,0.7750480794151483,0.9868148432049831,0.3077691732266951,0.6871492119793644
53,0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,[0.36273488 0.32301599 0.31424912],[11.69065405 10.41054609 10.12799684],1,11.69065405,10.41054609,10.12799684,1.0,1.0,0.9999999993600643,0.8932594550727658,0.8647093344999125,0.9912331278323016,0.3627348846728004,0.9618678659045007
54,0,36.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,[0.32998776 0.31093188 0.35908036],[8.48580385 7.99577212 9.23393481],1,8.48580385,7.99577212,9.23393481,1.0,0.9850201031846547,0.39577329664506933,0.6780029241066794,0.9008160052759367,0.980944118350468,0.3299877619490944,0.8368371144579123
55,0,20.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,[0.26383969 0.47642256 0.25973774],[12.43444725 22.45322218 12.24112729],1,12.43444725,22.45322218,12.24112729,1.0,0.7167995618442244,0.018930489979129998,0.5481891276970192,0.6269011310551177,0.995898050163588,0.2638396928232918,0.758817804946881
56,0,43.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,[0.39091642 0.2892579  0.31982567],[13.57523258 10.04496893 11.10648634],1,13.57523258,10.04496893,11.10648634,1.0,1.0,0.999999999716735,0.9786964798755899,0.601526908874383,0.9694322299162362,0.3909164225003705,0.9961382449125252
57,0,37.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,[0.30867775 0.34124051 0.35008174],[ 9.81306439 10.84825547 11.12932411],0,9.81306439,10.84825547,11.12932411,0.9045753408216357,0.8930068348415455,0.0,0.38396896693160565,0.8450353231388656,0.9674372409396828,0.3086777480491322,0.6679493890612941
58,0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,[0.30292374 0.35343772 0.34363854],[10.29028168 12.0062353  11.67335848],0,10.29028168,12.0062353,11.67335848,0.8815185190062356,0.8691265377890173,0.0,0.30099155039773373,0.7429569099816247,0.9592851966269974,0.3029237387641891,0.626356635305454
