wife_age,number_of_children_ever_born,wife_education_1,wife_education_2,wife_education_3,wife_education_4,husband_education_1,husband_education_2,husband_education_3,husband_education_4,wife_religion_0,wife_religion_1,wife_now_working_0,wife_now_working_1,husband_occupation_1,husband_occupation_2,husband_occupation_3,husband_occupation_4,standard_of_living_index_1,standard_of_living_index_2,standard_of_living_index_3,standard_of_living_index_4,media_exposure_0,media_exposure_1,contraceptive_method_used,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4,instance_hardness,comittee_vote
39,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0.2,0.6263736263736264,0.288135593220339,0.5,0.2857142857142857,0.37153059646906117,0.31883793591611964,0.0,0.6797352342158859,1.0,0.5479125248508945,0.9984101748807631,0.8529678003362214,0.0,0.9984101748807631,1.0,0.4444444444444444,0.4557494244103173,0.601025641025641,0.3400143174432676,1
26,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.1,0.978021978021978,0.527027027027027,1.0,0.47619047619047616,0.3736154700813048,0.3208510862677273,0.0,0.6797352342158859,0.0,0.34323331292100434,0.9841017488076311,0.6901184628720023,0.0,0.9968203497615262,1.0,0.4444444444444444,0.4494699751587318,0.5519852861625013,0.4013262140616539,1
24,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.2,0.0,0.020618556701030966,0.16666666666666666,0.14285714285714285,0.45526246429055117,0.3995994589069972,0.0,0.6797352342158859,0.0,0.04050632911392393,0.9872813990461049,0.8372692142550451,0.0,0.9936406995230525,0.9791666666666667,0.4317460317460317,0.4472811105047368,0.5252228425898716,0.32884429558922157,1
46,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.6,0.8461538461538461,0.10526315789473684,0.6666666666666666,0.2857142857142857,0.6501753040878706,0.5078276333386466,0.0,0.6797352342158859,0.0,0.14035087719298245,0.9952305246422893,0.9874600127959053,0.0,0.9968203497615262,1.0,0.4444444444444444,0.44620376226954356,0.47359617682198324,0.4435279476915175,1
39,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.5,0.8461538461538461,0.10526315789473684,0.6666666666666666,0.2857142857142857,0.6492986418550262,0.5058313576855842,0.0,0.6797352342158859,0.0,0.3950617283950617,0.9968203497615262,0.9934727587584921,0.0,0.9984101748807631,1.0,0.4444444444444444,0.44976987019546893,0.5591827670441928,0.48496192928540294,1
48,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.6,0.967032967032967,0.7908496732026143,0.6666666666666666,0.7142857142857143,0.6498758545924717,0.507245911028904,0.0,0.6797352342158859,0.5,0.4336283185840708,0.9952305246422893,0.9916339869281046,0.0,0.9984101748807631,1.0,0.4444444444444444,0.4513565790468621,0.601025641025641,0.6705692867582078,2
40,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.7,0.967032967032967,0.288135593220339,0.5,0.6666666666666666,0.5849337463220359,0.5081179412652718,0.0,0.6797352342158859,0.0,0.447098976109215,0.9968203497615262,0.975748502994012,0.0,1.0,1.0,0.4444444444444444,0.4542472753583866,0.579047619047619,0.5384243841479726,1
38,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.7,0.8461538461538461,0.10526315789473684,0.6666666666666666,0.2857142857142857,0.6497193622459931,0.5069243023309568,0.0,0.6797352342158859,0.5,0.0,0.9968203497615262,0.9951197870452528,0.0,0.9968203497615262,1.0,0.4444444444444444,0.45038736215206815,0.574002574002574,0.41896447107185075,1
29,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.2,0.0,0.020618556701030966,0.16666666666666666,0.14285714285714285,0.6492307867306735,0.5058601945608693,0.0,0.6797352342158859,0.0,0.1415929203539824,0.9888712241653418,0.9860210404957487,0.0,0.9936406995230525,0.9791666666666667,0.4317460317460317,0.45029958203474196,0.5976661593099949,0.4133485423514264,1
24,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.5,0.0,0.020618556701030966,0.16666666666666666,0.14285714285714285,0.5880573303350134,0.49674154197922193,0.0,0.6797352342158859,0.5,0.9428320140721196,0.9984101748807631,0.9907394215700243,0.001184834123222749,0.9968203497615262,0.9791666666666667,0.4317460317460317,0.4472811105047368,0.5252228425898716,0.5178920199488017,1
43,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.2,0.967032967032967,0.288135593220339,0.5,0.7142857142857143,0.3799715587782124,0.32698721531353475,0.0,0.6797352342158859,0.0,0.15654718361375275,0.9888712241653418,0.8483692793266702,0.0,0.985691573926868,1.0,0.4444444444444444,0.4526528005838352,0.579047619047619,0.46049234000252104,1
31,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.7,0.9010989010989011,0.20588235294117652,0.8333333333333334,0.42857142857142855,0.643743912221536,0.4922887266798649,0.0,0.6797352342158859,1.0,0.0,0.9968203497615262,0.9976491331178372,0.001184834123222749,0.9984101748807631,1.0,0.4444444444444444,0.45403762447787294,0.6325660699062233,0.6205762639766775,1
31,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.8,0.978021978021978,0.7560975609756098,0.5,0.5714285714285714,0.6128237061710555,0.5354389827464967,0.0,0.6797352342158859,0.5,0.5962732919254659,0.9984101748807631,0.9913391072618255,0.0,1.0,1.0,0.4444444444444444,0.45403762447787294,0.6325660699062233,0.7336650560987086,3
26,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.1,0.0,0.020618556701030966,0.16666666666666666,0.14285714285714285,0.5352811495693857,0.47117508862588103,0.0,0.6797352342158859,0.0,0.33999999999999997,0.9872813990461049,0.6930012881064835,0.0,0.9984101748807631,0.9791666666666667,0.4317460317460317,0.4483962123202631,0.5519852861625013,0.3043217385846252,1
33,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.5,1.0,0.20588235294117652,0.8333333333333334,0.5714285714285714,0.4402756941864062,0.38514900242161665,0.0,0.6797352342158859,0.3333333333333333,0.4429065743944637,0.9968203497615262,0.9784557741201659,0.001184834123222749,0.9968203497615262,1.0,0.4444444444444444,0.45525118582713686,0.6616915422885573,0.44216792916447145,1
24,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.6,0.989010989010989,0.527027027027027,1.0,0.9047619047619048,0.6057403619904227,0.5449257815795523,0.0,0.6797352342158859,0.0,0.3298969072164949,0.9952305246422893,0.9907381020233684,0.0,0.9984101748807631,1.0,0.4444444444444444,0.4483548733432056,0.5252228425898716,0.47788495988219293,1
42,9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.2,0.6263736263736264,0.288135593220339,0.5,0.2857142857142857,0.3715306808449379,0.31883801739384277,0.0,0.6797352342158859,0.0,0.49022004889975546,0.9968203497615262,0.8444223355304067,0.0,0.9984101748807631,1.0,0.4444444444444444,0.4514598130730764,0.5382716049382715,0.3787498875699997,1
43,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.2,0.945054945054945,0.288135593220339,0.5,0.47619047619047616,0.37182848387494394,0.3191255891392122,0.0,0.6797352342158859,0.3333333333333333,0.8758673862760216,0.9984101748807631,0.9767341040462427,0.001184834123222749,0.9952305246422893,1.0,0.4444444444444444,0.4526528005838352,0.579047619047619,0.4268138846201771,1
25,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.7,0.978021978021978,0.71976401179941,0.6666666666666666,0.7142857142857143,0.6108700228534973,0.5498933288420507,0.0,0.6797352342158859,1.0,0.75,0.9984101748807631,0.9951384796700059,0.001184834123222749,1.0,1.0,0.4444444444444444,0.4530570252792476,0.5573192239858907,0.7796428292659738,3
42,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.6,0.9120879120879121,0.288135593220339,0.5,0.6190476190476191,0.5569370129275264,0.4977780115475318,0.0,0.6797352342158859,1.0,0.5015384615384617,0.9984101748807631,0.9783653846153846,0.0,1.0,1.0,0.4444444444444444,0.45067933911252583,0.5195402298850574,0.5261077008232596,1
28,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.6,0.989010989010989,0.527027027027027,1.0,0.5714285714285714,0.571497218579029,0.511886467641815,0.0,0.6797352342158859,0.5,0.5480225988700566,0.9984101748807631,0.9895438504770618,0.002369668246445498,0.9984101748807631,1.0,0.4444444444444444,0.4507048224695285,0.5816216216216217,0.4603174217832958,1
28,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.4,0.967032967032967,0.71976401179941,0.6666666666666666,0.5238095238095238,0.3715305964690613,0.31883793591611964,0.0,0.6797352342158859,1.0,0.5072527472527473,0.9984101748807631,0.8509308510638298,0.0,1.0,1.0,0.4444444444444444,0.4532891512201858,0.5816216216216217,0.42862517637540654,1
47,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.3,0.0,0.020618556701030966,0.16666666666666666,0.14285714285714285,0.45836505082292556,0.3928679013167822,0.0,0.6797352342158859,0.0,0.4589465530596437,0.9936406995230525,0.8216975111678366,0.0,1.0,0.9791666666666667,0.4317460317460317,0.4447077839526354,0.4634630053394355,0.2701437283323398,1
48,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.4,0.8021978021978022,0.288135593220339,0.5,0.42857142857142855,0.6044084749825238,0.467671394376289,0.0,0.6797352342158859,0.0,0.35412844036697244,0.9968203497615262,0.9537936466264111,0.0,1.0,1.0,0.4444444444444444,0.44658714149516654,0.4865591397849462,0.3380445086466781,1
40,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.6,0.978021978021978,0.7908496732026143,0.6666666666666666,0.42857142857142855,0.6501649602906718,0.5077989127243261,0.0,0.6797352342158859,0.6666666666666666,0.4948453608247423,0.9968203497615262,0.9937058445728966,0.001184834123222749,1.0,1.0,0.4444444444444444,0.4503935887224419,0.5451092117758783,0.6999195328687112,2
28,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0.8,0.989010989010989,0.527027027027027,1.0,0.5714285714285714,0.558618170305214,0.49942080591046967,0.0,0.6797352342158859,1.0,0.6327683615819208,0.9984101748807631,0.991431584497759,0.001184834123222749,1.0,1.0,0.4444444444444444,0.4507048224695285,0.5816216216216217,0.515246285379625,1
25,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0.6,0.989010989010989,0.527027027027027,1.0,0.6666666666666666,0.3803188635241086,0.32732244847001013,0.0,0.6797352342158859,0.6666666666666666,0.6700507614213198,0.9984101748807631,0.9324587608780361,0.002369668246445498,0.9984101748807631,1.0,0.4444444444444444,0.4488985717743889,0.5382716049382715,0.4436733465085877,1
32,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.8,1.0,0.7560975609756098,0.5,0.6666666666666666,0.6353805734724294,0.48269344040434786,0.0,0.6797352342158859,1.0,0.5975609756097561,0.9984101748807631,0.9912629070691025,0.001184834123222749,1.0,1.0,0.4444444444444444,0.45483031040626143,0.6515905321875471,0.7452271346323474,3
45,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.7,0.0,0.020618556701030966,0.16666666666666666,0.14285714285714285,0.6462173019718059,0.5004336323907499,0.0,0.6797352342158859,0.0,0.2934782608695652,0.9936406995230525,0.9744630696699843,0.0,0.9984101748807631,0.9791666666666667,0.4317460317460317,0.4455710955710957,0.48418248418248416,0.3386931042178555,1
26,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.7,0.967032967032967,0.7560975609756098,0.5,0.6190476190476191,0.6479461222702413,0.5024102902973255,0.0,0.6797352342158859,0.625,0.0,0.9952305246422893,0.9979174801509827,0.0,0.9968203497615262,1.0,0.4444444444444444,0.4494699751587318,0.5519852861625013,0.6317708395947281,2
26,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.5,0.0,0.020618556701030966,0.16666666666666666,0.14285714285714285,0.6490342797396111,0.5054328643267354,0.0,0.6797352342158859,0.0,0.4024390243902439,0.9936406995230525,0.9929869758122227,0.0,0.9904610492845787,0.9791666666666667,0.4317460317460317,0.4483962123202631,0.5519852861625013,0.4214819125678042,1
31,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.4,0.0,0.020618556701030966,0.16666666666666666,0.14285714285714285,0.6493425322891385,0.5061144632713115,0.0,0.6797352342158859,0.0,0.16326530612244894,0.9920508744038156,0.9881279861010569,0.0,0.9952305246422893,0.9791666666666667,0.4317460317460317,0.4517537449762515,0.6325660699062233,0.39799021639452914,1
49,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0.8,0.945054945054945,0.7908496732026143,0.6666666666666666,0.2857142857142857,0.6501469010936503,0.5077723378333164,0.0,0.6797352342158859,1.0,0.7487179487179487,0.9984101748807631,0.9938302694535381,0.001184834123222749,1.0,1.0,0.4444444444444444,0.45203146290102825,0.6265328874024526,0.7505642886730395,2
40,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0.7,0.967032967032967,0.288135593220339,0.5,0.6666666666666666,0.6202484966036246,0.48856556736969037,0.0,0.6797352342158859,0.25,0.33333333333333337,0.9952305246422893,0.9658682634730539,0.0,0.9968203497615262,1.0,0.4444444444444444,0.4542472753583866,0.579047619047619,0.557178689570828,1
