index,true_label,1_a,1_o,2_a,2_o,3_a,3_o,4_a,4_o,5_a,5_o,6_a,6_o,7_a,7_o,8_a,8_o,9_a,9_o,10_a,10_o,11_a,11_o,12_a,12_o,13_a,13_o,14_a,14_o,15_a,15_o,16_a,16_o,17_a,17_o,18_a,18_o,19_a,19_o,20_a,20_o,21_a,21_o,22_a,22_o,23_a,23_o,24_a,24_o,25_a,25_o,26_a,26_o,27_a,27_o,28_a,28_o,29_a,29_o,30_a,30_o,31_a,31_o,32_a,32_o,33_a,33_o,34_a,34_o,35_a,35_o,36_a,36_o,37_a,37_o,38_a,38_o,39_a,39_o,40_a,40_o,41_a,41_o,42_a,42_o,43_a,43_o,44_a,44_o,45_a,45_o,label,description_lengths,description_lengths_unnormalized,is_error,L_0,L_1,L_2,L_3,L_4,L_5,L_6,L_7,L_8,L_9,L_10,L_11,L_12,L_13,L_14,r_min,r_med,relative_position,pseudo_probability,normalized_entropy,description_length_margin,description_length_true_cost,kullback_leibler_divergence
70,2,0.51257,0.74537,0.51644,0.74306,0.51451,0.74306,0.51257,0.74074,0.51064,0.72685,0.50484,0.68287,0.48162,0.625,0.45455,0.57639,0.43714,0.51389,0.42553,0.45602,0.42553,0.40509,0.4352,0.36111,0.44874,0.33565,0.45455,0.3287,0.45068,0.33102,0.44487,0.33796,0.44101,0.35648,0.43714,0.38657,0.43133,0.4213,0.41393,0.46759,0.41006,0.50463,0.43907,0.53472,0.46035,0.59259,0.46422,0.65278,0.46615,0.7037,0.46809,0.73611,0.46615,0.74537,0.46615,0.73843,0.46809,0.7338,0.47002,0.73148,0.47582,0.71065,0.47389,0.66898,0.48162,0.61111,0.45261,0.56713,0.43327,0.5162,0.42747,0.46296,0.43327,0.43287,0.4294,0.40509,0.4236,0.38194,0.41393,0.36343,0.41393,0.36343,0.41199,0.37963,0.41199,0.41204,0.40619,0.45833,0.40812,0.48843,2,"[0.06221888 0.05406121 0.02523076 0.08208533 0.07424359 0.04220889
 0.05320073 0.07449655 0.06547827 0.05113111 0.12059179 0.0606826
 0.10930334 0.07160705 0.05345991]","[247.89812917 215.3955801  100.52669936 327.05181708 295.80805649
 168.17249988 211.96718492 296.81593294 260.88447273 203.72123782
 480.47277773 241.77712657 435.49631249 285.30330166 212.9998154 ]",0,247.89812917,215.3955801,100.52669936,327.05181708,295.80805649,168.17249988,211.96718492,296.81593294,260.88447273,203.72123782,480.47277773,241.77712657,435.49631249,285.30330166,212.9998154,0.5977594400459848,0.36237364120493215,0.0,0.0,1.0456497544049938e-28,0.9830218722816718,0.02523076270390868,0.5000007834788782
71,2,0.52418,0.76389,0.52418,0.7662,0.52418,0.76389,0.52224,0.7662,0.52224,0.75,0.51257,0.71759,0.48356,0.65046,0.45841,0.56481,0.42747,0.49074,0.39072,0.45602,0.37911,0.4213,0.37331,0.37037,0.35397,0.33565,0.33462,0.31481,0.32302,0.32176,0.31335,0.33565,0.31141,0.34491,0.30368,0.36574,0.31141,0.39815,0.32302,0.40509,0.32689,0.44907,0.33656,0.51389,0.34043,0.5787,0.34623,0.64583,0.3501,0.71065,0.36944,0.76157,0.37524,0.77546,0.37524,0.7662,0.37911,0.72685,0.39072,0.64815,0.39845,0.55324,0.40619,0.48611,0.39072,0.47222,0.38104,0.43981,0.37718,0.38889,0.36944,0.3588,0.3559,0.34954,0.35397,0.3588,0.35397,0.37731,0.3501,0.39815,0.34816,0.3912,0.3501,0.45833,0.35397,0.55093,0.34623,0.63194,0.34236,0.7037,2,"[0.05723643 0.05695195 0.03169169 0.07246042 0.09084475 0.04317823
 0.05742448 0.09391498 0.06363915 0.05192127 0.108941   0.05371163
 0.09782858 0.06408976 0.05616568]","[246.80964416 245.58291179 136.65796786 312.45713    391.73231093
 186.18914964 247.62052582 404.97147467 274.41886726 223.89009489
 469.76529765 231.61029819 421.84736547 276.3619301  242.19246178]",0,246.80964416,245.58291179,136.65796786,312.45713,391.73231093,186.18914964,247.62052582,404.97147467,274.41886726,223.89009489,469.76529765,231.61029819,421.84736547,276.3619301,242.19246178,0.7339738546714276,0.4582049351297391,0.0,0.0,5.637714122163567e-21,0.988513462945524,0.03169168905731856,0.5000007062396769
72,3,0.45455,0.19213,0.45068,0.19444,0.44874,0.19444,0.44874,0.19444,0.44874,0.19676,0.45068,0.19444,0.44874,0.19213,0.44101,0.18981,0.4236,0.18056,0.40039,0.17361,0.37911,0.16898,0.35397,0.1713,0.33075,0.1713,0.30561,0.17593,0.2824,0.18519,0.25919,0.20139,0.23404,0.22454,0.21277,0.25231,0.19342,0.28472,0.17795,0.31481,0.16441,0.35185,0.15667,0.38889,0.15667,0.42361,0.16054,0.46528,0.16828,0.50463,0.18375,0.53935,0.20503,0.56713,0.22631,0.59028,0.25338,0.61343,0.28046,0.63889,0.30754,0.65972,0.33462,0.68056,0.36364,0.69444,0.39072,0.70602,0.42166,0.71065,0.45068,0.70833,0.47582,0.70139,0.5029,0.69213,0.52418,0.68519,0.54739,0.67593,0.56867,0.66204,0.58607,0.65509,0.59574,0.65046,0.60348,0.64352,0.60542,0.64352,3,"[0.03753796 0.05105203 0.05683962 0.01553437 0.0478466  0.01968645
 0.07122942 0.10271866 0.08520991 0.06748256 0.13399019 0.09103439
 0.12440825 0.04258294 0.05284666]","[ 303.05272702  412.15495862  458.87952403  125.4125649   386.27677909
  158.93328223  575.05176118  829.27177417  687.91954499  544.80249508
 1081.73412146  734.94193115 1004.37693742  343.78203147  426.64345534]",0,303.05272702,412.15495862,458.87952403,125.4125649,386.27677909,158.93328223,575.05176118,829.27177417,687.91954499,544.80249508,1081.73412146,734.94193115,1004.37693742,343.78203147,426.64345534,0.7890893785086522,0.22091285613840908,0.0,2.6645352591003757e-15,3.5244457305105576e-14,0.9958479194589918,0.015534365365540405,1.0
73,3,0.56093,0.19907,0.56093,0.19907,0.55899,0.19907,0.56093,0.19907,0.56093,0.19907,0.55899,0.19907,0.56093,0.19907,0.56093,0.19907,0.56093,0.19907,0.55706,0.19444,0.55126,0.19213,0.54159,0.18519,0.52998,0.18056,0.51644,0.17824,0.49903,0.17824,0.47969,0.1713,0.45648,0.1713,0.43133,0.1713,0.40232,0.17593,0.37331,0.18519,0.34236,0.19676,0.31528,0.20602,0.29014,0.21991,0.26886,0.23843,0.24952,0.26389,0.23598,0.28704,0.22631,0.31713,0.22244,0.35185,0.22244,0.38657,0.22244,0.4213,0.22437,0.4537,0.23017,0.49537,0.24178,0.53241,0.25725,0.56944,0.27466,0.60417,0.29594,0.63194,0.32302,0.65509,0.34623,0.67361,0.36944,0.69444,0.40039,0.71065,0.43327,0.72454,0.46615,0.73611,0.50097,0.74537,0.53191,0.75,0.56093,0.75231,3,"[0.04007614 0.05407992 0.06878908 0.01455274 0.03891036 0.02720424
 0.06138155 0.09787942 0.06566833 0.06670939 0.13415331 0.07635982
 0.13877204 0.06685356 0.04861012]","[ 331.23709849  446.98099298  568.55504122  120.28118226  321.60167222
  224.84827994  507.3303774   808.99236283  542.761446    551.36602934
 1108.80306382  631.12870282 1146.97783248  552.55759796  401.77207473]",0,331.23709849,446.98099298,568.55504122,120.28118226,321.60167222,224.84827994,507.3303774,808.99236283,542.761446,551.36602934,1108.80306382,631.12870282,1146.97783248,552.55759796,401.77207473,0.534943750922007,0.20674703831425653,0.0,0.0,1.4921924284401896e-44,0.9873485001336862,0.01455273594701197,1.0
74,3,0.5706,0.19444,0.5706,0.19444,0.5706,0.19444,0.5706,0.19213,0.5706,0.19444,0.56867,0.19213,0.56867,0.19213,0.56673,0.19213,0.56093,0.1875,0.55319,0.18287,0.54159,0.17824,0.52224,0.1713,0.49903,0.16898,0.47195,0.16667,0.44487,0.16667,0.41393,0.17593,0.38298,0.18981,0.35203,0.20833,0.32882,0.22917,0.30561,0.25463,0.28627,0.28009,0.27273,0.31481,0.26499,0.35417,0.26112,0.39583,0.25919,0.43981,0.26112,0.48148,0.26692,0.52083,0.27273,0.55787,0.28433,0.58796,0.29981,0.61574,0.31915,0.63889,0.33849,0.65741,0.35977,0.67593,0.38298,0.69213,0.41006,0.7037,0.43907,0.70833,0.46809,0.71065,0.4971,0.71528,0.52611,0.71759,0.55513,0.71528,0.58414,0.71065,0.61122,0.70139,0.63443,0.69213,0.65571,0.68056,0.67505,0.67361,3,"[0.04420538 0.05850894 0.06043916 0.01350861 0.03265041 0.0228141
 0.06134145 0.10151574 0.06437601 0.0613388  0.1366022  0.08945196
 0.13867019 0.05673161 0.05784543]","[ 333.54542857  441.47088629  456.03510415  101.92731813  246.35903448
  172.14056175  462.84316709  765.97255324  485.74002912  462.82317497
 1030.7125021   674.94701276 1046.31620631  428.06027639  436.46448189]",0,333.54542857,441.47088629,456.03510415,101.92731813,246.35903448,172.14056175,462.84316709,765.97255324,485.74002912,462.82317497,1030.7125021,674.94701276,1046.31620631,428.06027639,436.46448189,0.5921167974195245,0.19171032352955594,0.0,0.0,8.32794915018226e-30,0.9906945109741512,0.013508613067731138,1.0
75,3,0.51257,0.3287,0.51257,0.3287,0.51257,0.3287,0.51064,0.3287,0.51064,0.32639,0.51064,0.3287,0.5087,0.32639,0.50677,0.32639,0.50677,0.32407,0.50484,0.32176,0.49903,0.32176,0.49516,0.31713,0.48743,0.3125,0.47776,0.30556,0.47002,0.2963,0.45841,0.29167,0.44681,0.28472,0.43133,0.28009,0.41586,0.27546,0.40039,0.27083,0.38104,0.2662,0.3617,0.26852,0.34236,0.27083,0.32495,0.27083,0.31141,0.27315,0.29787,0.27083,0.27853,0.28472,0.25919,0.30093,0.24178,0.32176,0.22437,0.34722,0.20696,0.37963,0.19342,0.41667,0.17795,0.43981,0.16828,0.46991,0.16248,0.5,0.15667,0.52546,0.1528,0.55556,0.1528,0.58102,0.15667,0.61574,0.15861,0.65278,0.16054,0.67361,0.17021,0.69444,0.17795,0.71528,0.18569,0.72685,0.19923,0.74769,3,"[0.03700412 0.0501922  0.07158207 0.0194706  0.04285805 0.03750514
 0.05063486 0.10272468 0.0728794  0.04586917 0.14877952 0.07954566
 0.13513033 0.06433581 0.04148838]","[ 255.11531069  346.0370769   493.50403559  134.23497016  295.47370188
  258.56948892  349.08893622  708.2086493   502.44809062  316.23308114
 1025.72182807  548.40691704  931.62100113  443.54656405  286.03087966]",0,255.11531069,346.0370769,493.50403559,134.23497016,295.47370188,258.56948892,349.08893622,708.2086493,502.44809062,316.23308114,1025.72182807,548.40691704,931.62100113,443.54656405,286.03087966,0.5261737125710486,0.27800118878892255,0.0,0.0,1.4653155394180923e-51,0.9824664747364187,0.019470595716698295,1.0
76,3,0.64217,0.32639,0.64217,0.32639,0.64217,0.32639,0.64217,0.32639,0.64217,0.32639,0.64217,0.32639,0.64217,0.32639,0.64217,0.32407,0.64217,0.32639,0.64217,0.32639,0.64217,0.32639,0.64217,0.32639,0.64217,0.32639,0.64217,0.32639,0.64217,0.32639,0.64217,0.3287,0.64217,0.3287,0.64217,0.32639,0.64217,0.32639,0.64217,0.32639,0.64217,0.3287,0.64217,0.33102,0.64217,0.3287,0.64217,0.32407,0.64023,0.32176,0.6383,0.31713,0.6383,0.31019,0.63443,0.30324,0.63056,0.29167,0.62282,0.28009,0.61509,0.26852,0.60542,0.25926,0.59381,0.25,0.58414,0.24306,0.56867,0.23843,0.55706,0.23148,0.54159,0.23148,0.52805,0.23611,0.51257,0.24074,0.4971,0.25,0.47969,0.26157,0.46422,0.27546,0.44874,0.29167,0.43133,0.31019,0.41586,0.3287,14,"[0.0387049  0.05741639 0.06179637 0.06206679 0.0326004  0.05155845
 0.06910687 0.08926    0.07838694 0.0644598  0.1117025  0.08350036
 0.09019881 0.07670182 0.03253961]","[243.12048729 360.65456567 388.16695748 389.86555127 204.77576167
 323.85857405 434.08699676 560.67665211 492.3787562  404.89695529
 701.64666519 524.49808875 566.57364502 481.79382254 204.39388156]",1,243.12048729,360.65456567,388.16695748,389.86555127,204.77576167,323.85857405,434.08699676,560.67665211,492.3787562,404.89695529,701.64666519,524.49808875,566.57364502,481.79382254,204.39388156,1.0,0.9264359692077815,0.37299272284744883,1.0,0.24934734367527706,0.9999392044960672,0.062066790164837266,1.0
77,3,0.62089,0.23148,0.62089,0.23148,0.62282,0.22917,0.62476,0.22917,0.62476,0.22917,0.62476,0.22917,0.62282,0.22917,0.62476,0.22917,0.62476,0.23148,0.62282,0.23148,0.62282,0.23148,0.62089,0.22917,0.61896,0.22917,0.61509,0.22454,0.60928,0.22222,0.59961,0.21528,0.58607,0.21296,0.56867,0.21065,0.54739,0.21296,0.52418,0.21991,0.49903,0.23611,0.47195,0.25463,0.44487,0.27546,0.41779,0.29861,0.39265,0.32176,0.37137,0.34491,0.3559,0.37269,0.34816,0.39583,0.34623,0.42824,0.3501,0.46296,0.35977,0.49769,0.37331,0.53009,0.38685,0.5625,0.40426,0.59259,0.42553,0.61806,0.44874,0.6412,0.47389,0.66204,0.49903,0.6875,0.52805,0.70833,0.55513,0.72685,0.58221,0.73843,0.61122,0.74769,0.64217,0.75694,0.67118,0.75694,0.70213,0.75463,3,"[0.04057242 0.05928271 0.06595098 0.0169344  0.03184802 0.03204401
 0.05665645 0.10177123 0.05888669 0.06176107 0.14307928 0.08830307
 0.13442863 0.06095047 0.04753058]","[ 290.95192808  425.12670808  472.94598483  121.43952076  228.38773965
  229.79322851  406.29330428  729.81925772  422.28674153  442.89944483
 1026.04652346  633.23675218  964.01119347  437.08650606  340.85010015]",0,290.95192808,425.12670808,472.94598483,121.43952076,228.38773965,229.79322851,406.29330428,729.81925772,422.28674153,442.89944483,1026.04652346,633.23675218,964.01119347,437.08650606,340.85010015,0.5317252184621298,0.24116554609162633,0.0,0.0,1.761463642616033e-45,0.9850863742858877,0.016934396648331178,1.0
78,3,0.70986,0.26389,0.70986,0.2662,0.70986,0.26389,0.70793,0.2662,0.706,0.26852,0.70406,0.2662,0.70406,0.26852,0.70019,0.26852,0.70019,0.26852,0.70019,0.27083,0.69632,0.26157,0.68472,0.25231,0.66925,0.24074,0.64603,0.22222,0.61702,0.21065,0.58801,0.2037,0.55899,0.19907,0.52611,0.19676,0.49323,0.19676,0.45648,0.19907,0.42553,0.20139,0.39458,0.21528,0.3675,0.23611,0.34236,0.25926,0.31915,0.28704,0.29594,0.3125,0.2766,0.34259,0.26112,0.375,0.24952,0.40046,0.24178,0.43287,0.23985,0.45833,0.24178,0.48843,0.24565,0.5162,0.25532,0.5463,0.27466,0.56713,0.29207,0.59259,0.30948,0.61574,0.32689,0.63426,0.34623,0.65046,0.36557,0.66898,0.38878,0.67824,0.41006,0.69213,0.43327,0.70139,0.45455,0.71528,0.48162,0.71991,3,"[0.03694946 0.05156091 0.07928097 0.01944681 0.04610095 0.02926236
 0.0492468  0.10123666 0.06193394 0.05128087 0.14931613 0.07868737
 0.14165801 0.06297937 0.04105939]","[ 263.77481087  368.08297056  565.97096537  138.82687205  329.10545242
  208.8980811   351.56303196  722.70816059  442.13395539  366.08383263
 1065.93785742  561.73332707 1011.26808947  449.59710535  293.11476208]",0,263.77481087,368.08297056,565.97096537,138.82687205,329.10545242,208.8980811,351.56303196,722.70816059,442.13395539,366.08383263,1065.93785742,561.73332707,1011.26808947,449.59710535,293.11476208,0.6645674834268999,0.2776548387623728,0.0,0.0,9.579513844127469e-30,0.9901844545059622,0.019446809850667768,1.0
79,3,0.70213,0.2662,0.70213,0.2662,0.70213,0.2662,0.70406,0.2662,0.70406,0.2662,0.70213,0.26389,0.69826,0.26157,0.68859,0.25694,0.67698,0.25231,0.65957,0.24074,0.64217,0.23611,0.62089,0.22917,0.59961,0.21991,0.57834,0.21991,0.55319,0.21528,0.52611,0.21528,0.49903,0.21991,0.47002,0.22222,0.44101,0.23148,0.41586,0.23843,0.39265,0.25,0.36944,0.26389,0.35203,0.27778,0.33849,0.29861,0.33075,0.31944,0.32108,0.34028,0.31528,0.36574,0.31335,0.38889,0.31141,0.41204,0.31141,0.43519,0.31335,0.45602,0.31721,0.47454,0.32302,0.49537,0.32882,0.5162,0.34236,0.53935,0.35783,0.5625,0.37718,0.58333,0.39652,0.60417,0.41199,0.625,0.42553,0.64583,0.43714,0.66204,0.44874,0.67824,0.45648,0.69444,0.46809,0.7037,0.48356,0.71296,3,"[0.04538266 0.04809661 0.07150154 0.01652861 0.04731154 0.03189901
 0.06322667 0.09448858 0.05957102 0.06370727 0.14385752 0.07687203
 0.13135098 0.06440954 0.04179643]","[311.46159306 330.08746719 490.71571807 113.43603918 324.69954111
 218.92322991 433.92523283 648.47602124 408.83646985 437.22357987
 987.29549473 527.5734659  901.46298875 442.04328336 286.84927138]",0,311.46159306,330.08746719,490.71571807,113.43603918,324.69954111,218.92322991,433.92523283,648.47602124,408.83646985,437.22357987,987.29549473,527.5734659,901.46298875,442.04328336,286.84927138,0.5181544198215774,0.23528961972253495,0.0,0.0,5.998437941130118e-45,0.9846296012963559,0.01652861487250631,1.0
80,3,0.73694,0.30324,0.73501,0.30324,0.73501,0.30093,0.73694,0.30093,0.73501,0.30556,0.73501,0.30093,0.73501,0.30093,0.73308,0.30093,0.73501,0.30093,0.73308,0.30093,0.72921,0.29861,0.72147,0.29398,0.70793,0.28704,0.69439,0.27315,0.67505,0.2662,0.65377,0.25463,0.6325,0.24537,0.60735,0.24074,0.58027,0.23611,0.55319,0.23611,0.52805,0.23843,0.5029,0.24769,0.47776,0.25926,0.45841,0.27546,0.44487,0.29167,0.43327,0.3125,0.42553,0.33333,0.41973,0.35417,0.41779,0.37963,0.41779,0.40972,0.41973,0.43981,0.42553,0.46991,0.43133,0.49769,0.43907,0.52778,0.45068,0.55324,0.46228,0.57639,0.47389,0.59954,0.48743,0.62037,0.4971,0.6412,0.50677,0.65972,0.52224,0.67593,0.53772,0.6875,0.55899,0.69213,0.5764,0.69676,0.60155,0.69907,3,"[0.03928642 0.04939619 0.075893   0.02742202 0.04065345 0.03503681
 0.04755338 0.10221858 0.06222939 0.04947967 0.15787359 0.08188708
 0.13949811 0.05556626 0.03600604]","[ 251.6981532   316.46890629  486.22730851  175.68595577  260.45642225
  224.47202953  304.66249368  654.88866531  398.68801115  317.00377081
 1011.45627157  524.62984966  893.72918398  355.99897136  230.68158793]",0,251.6981532,316.46890629,486.22730851,175.68595577,260.45642225,224.47202953,304.66249368,654.88866531,398.68801115,317.00377081,1011.45627157,524.62984966,893.72918398,355.99897136,230.68158793,0.7826630165774727,0.39473263605921804,0.0,0.0,1.1724640008699969e-20,0.9923852043266581,0.027422019292751742,1.0
81,3,0.68665,0.2037,0.68665,0.20602,0.68472,0.20602,0.68665,0.2037,0.68472,0.2037,0.68472,0.20602,0.68085,0.20139,0.66925,0.19444,0.64797,0.17824,0.61509,0.16667,0.58607,0.15046,0.55319,0.14815,0.51644,0.15046,0.48356,0.16204,0.45648,0.18056,0.43327,0.20602,0.41006,0.23843,0.38878,0.26852,0.36557,0.30093,0.34816,0.33333,0.34623,0.375,0.35397,0.41667,0.37137,0.45833,0.39072,0.5,0.41199,0.53704,0.43133,0.56713,0.45068,0.59722,0.47002,0.62731,0.49516,0.65741,0.52418,0.67824,0.55513,0.69213,0.58414,0.69213,0.61509,0.69444,0.64603,0.69213,0.69439,0.68981,0.73114,0.69213,0.76209,0.6875,0.7853,0.68287,0.80658,0.68056,0.81431,0.68519,0.81238,0.6875,0.81044,0.6875,0.81238,0.68287,0.81431,0.68287,0.81625,0.68056,5,"[0.04434384 0.05860656 0.05561935 0.02438103 0.03032187 0.01982953
 0.07316042 0.10037383 0.07533964 0.04959088 0.13814128 0.1001706
 0.13511574 0.04679203 0.04821341]","[ 328.57820089  434.26179929  412.12722664  180.65810528  224.67842441
  146.93248095  542.10270946  743.74817653  558.25026494  367.45759976
 1023.596747    742.24224366 1001.17815723  346.71870136  357.2508689 ]",1,328.57820089,434.26179929,412.12722664,180.65810528,224.67842441,146.93248095,542.10270946,743.74817653,558.25026494,367.45759976,1023.596747,742.24224366,1001.17815723,346.71870136,357.2508689,1.0,0.3498644667741247,0.03847039925776785,0.9999999999999978,2.890341100678868e-14,0.9954484996094661,0.02438102935291267,1.0
82,3,0.69632,0.25463,0.69632,0.25463,0.69632,0.25463,0.69632,0.25463,0.69632,0.25231,0.69439,0.25231,0.69246,0.25231,0.68859,0.25,0.68472,0.24769,0.67505,0.24074,0.65764,0.22917,0.63636,0.21991,0.61315,0.20833,0.58801,0.20139,0.56093,0.19213,0.52998,0.18981,0.50097,0.19907,0.47195,0.20602,0.44101,0.21991,0.41586,0.24074,0.39458,0.2662,0.37911,0.2963,0.36364,0.3287,0.35203,0.36574,0.34623,0.40278,0.34236,0.44213,0.34236,0.48611,0.34816,0.52315,0.36557,0.56019,0.39072,0.59028,0.42166,0.62037,0.45068,0.6412,0.47582,0.66435,0.4971,0.68056,0.52031,0.68056,0.55319,0.6875,0.58221,0.69444,0.59961,0.69213,0.62863,0.69907,0.67311,0.69907,0.70986,0.69907,0.73501,0.7037,0.75822,0.70833,0.76789,0.71065,0.77176,0.71065,3,"[0.04519292 0.05836015 0.0644297  0.01778204 0.03165032 0.02066669
 0.06782326 0.10038117 0.0570002  0.04962063 0.14742577 0.09001102
 0.15081467 0.05659892 0.04224252]","[ 324.53163625  419.08583954  462.67150733  127.69331301  227.28183097
  148.40806281  487.04073644  720.83999549  409.32005336  356.32715527
 1058.66858287  646.3716888  1083.00437506  406.43846301  303.34473994]",0,324.53163625,419.08583954,462.67150733,127.69331301,227.28183097,148.40806281,487.04073644,720.83999549,409.32005336,356.32715527,1058.66858287,646.3716888,1083.00437506,406.43846301,303.34473994,0.8604203207787939,0.25345548829052433,0.0,1.0085523527436635e-09,8.087170236289657e-09,0.9971153503569047,0.01778203808186734,1.0
83,3,0.70213,0.18981,0.70406,0.1875,0.70213,0.1875,0.70213,0.18981,0.70019,0.18981,0.69632,0.1875,0.68859,0.18056,0.67311,0.1713,0.65571,0.16435,0.6383,0.16204,0.62089,0.15741,0.60348,0.15509,0.58607,0.15509,0.5706,0.15741,0.55319,0.16204,0.53772,0.17361,0.52418,0.18287,0.5087,0.19676,0.49516,0.20833,0.48162,0.21759,0.46228,0.22685,0.44487,0.24074,0.42747,0.25463,0.41393,0.27315,0.39845,0.29167,0.38878,0.31019,0.38104,0.3287,0.37524,0.34722,0.37331,0.36574,0.37911,0.38426,0.38685,0.40741,0.39458,0.43519,0.40232,0.46065,0.41199,0.48843,0.4236,0.51389,0.43907,0.53935,0.45261,0.56481,0.46615,0.58102,0.47776,0.59954,0.48549,0.61111,0.49323,0.62731,0.49903,0.6412,0.51257,0.65509,0.52031,0.66435,0.53578,0.67593,3,"[0.0523624  0.05401864 0.06732443 0.01716004 0.03213991 0.03025653
 0.06980381 0.09879315 0.06343016 0.0665647  0.12952861 0.0832239
 0.1208498  0.0659027  0.04864122]","[398.64947633 411.25884603 512.55951074 130.64414703 244.69005988
 230.35135228 531.43572061 752.13955102 482.91133066 506.77547744
 986.13716482 633.60657232 920.0629605  501.73549949 370.31903243]",0,398.64947633,411.25884603,512.55951074,130.64414703,244.69005988,230.35135228,531.43572061,752.13955102,482.91133066,506.77547744,986.13716482,633.60657232,920.0629605,501.73549949,370.31903243,0.5671516391648111,0.24443510289762904,0.0,0.0,1.8356128134782247e-42,0.9869035095980034,0.01716004187827167,1.0
84,3,0.56673,0.14815,0.5648,0.14815,0.56286,0.14815,0.55899,0.14583,0.55319,0.14583,0.54932,0.14352,0.54545,0.14352,0.54159,0.1412,0.53385,0.1412,0.52805,0.13657,0.51838,0.13657,0.5087,0.13426,0.49903,0.13426,0.48356,0.13426,0.47195,0.13426,0.45648,0.13657,0.43907,0.1412,0.42166,0.14815,0.40232,0.15278,0.38298,0.15741,0.3617,0.16435,0.34043,0.16898,0.31721,0.18056,0.29787,0.1875,0.2766,0.20139,0.25532,0.21296,0.23598,0.22454,0.21857,0.23611,0.20116,0.25,0.18762,0.26157,0.17988,0.2662,0.16828,0.28009,0.16828,0.27315,0.17215,0.28472,0.14894,0.29398,0.147,0.30787,0.14313,0.32639,0.14313,0.34028,0.14313,0.36111,0.15667,0.36806,0.16248,0.38889,0.16634,0.41204,0.17602,0.43519,0.18182,0.46296,0.19342,0.49074,3,"[0.04096638 0.06687931 0.07334157 0.0247747  0.03695711 0.03881012
 0.07050304 0.08744347 0.08752759 0.05796562 0.1054043  0.08392335
 0.10402509 0.07866758 0.04281078]","[ 396.41116667  647.15766161  709.6896659   239.73235945  357.61543938
  375.54611057  682.22265479  846.1467199   846.96071892  560.9043031
 1019.94467482  812.08431762 1006.59875656  761.22684114  414.2584881 ]",0,396.41116667,647.15766161,709.6896659,239.73235945,357.61543938,375.54611057,682.22265479,846.1467199,846.96071892,560.9043031,1019.94467482,812.08431762,1006.59875656,761.22684114,414.2584881,0.6703635611061844,0.3556570642976087,0.0,0.0,2.772194183110969e-50,0.9878175909254602,0.024774697717083422,1.0
85,3,0.50677,0.25463,0.50484,0.25231,0.50484,0.25463,0.5029,0.25,0.4971,0.24537,0.48356,0.24074,0.46228,0.23148,0.43327,0.22222,0.40039,0.22454,0.36364,0.23611,0.32495,0.25,0.2824,0.26852,0.24178,0.2963,0.21277,0.3287,0.19923,0.35417,0.19923,0.37731,0.19729,0.39815,0.2089,0.41204,0.22244,0.43287,0.23211,0.45833,0.24952,0.49306,0.2882,0.52083,0.32495,0.55787,0.37137,0.59491,0.41973,0.625,0.46228,0.65046,0.50484,0.66667,0.53578,0.67361,0.5706,0.67824,0.60348,0.6875,0.63443,0.6875,0.65377,0.68981,0.66344,0.69213,0.66344,0.69444,0.65764,0.69444,0.64797,0.69907,0.64023,0.70139,0.63636,0.70139,0.63443,0.70139,0.6325,0.7037,0.62863,0.70139,0.62863,0.7037,0.62863,0.70139,0.6325,0.70139,0.6325,0.70139,5,"[0.0393014  0.04900358 0.05981951 0.03212885 0.03569442 0.02080122
 0.07176964 0.10777255 0.07331806 0.05551045 0.14584694 0.09064984
 0.13779372 0.03199423 0.04859559]","[254.21793398 316.97567196 386.93761852 207.82288897 230.88644842
 134.55101482 464.23607082 697.1180065  474.25194435 359.06484295
 943.39910623 586.36111648 891.30751226 206.95210006 314.33660334]",1,254.21793398,316.97567196,386.93761852,207.82288897,230.88644842,134.55101482,464.23607082,697.1180065,474.25194435,359.06484295,943.39910623,586.36111648,891.30751226,206.95210006,314.33660334,1.0,0.4647353782132213,0.09058792983263449,1.0,1.371202629366255e-30,0.9888069887576925,0.03212885449077344,1.0
