fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4,instance_hardness
6.7,0.58,0.08,1.8,0.097,15.0,65.0,0.9959,3.28,0.54,9.2,5,0.3,0.13043478260869568,0.2577903682719547,0.6666666666666666,0.6666666666666666,0.44526918330251763,0.3958273254633743,0.0,0.6349504154382203,0.5,0.4120419317608168,0.9970631424375918,0.9040121587585181,0.0010893246187363835,0.9955947136563876,0.9272727272727274,0.23410065912842934,0.26189631445762707,0.3103517329840279,0.40931140401621113
7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,3.35,0.8,10.5,5,0.1,0.7173913043478262,0.7159763313609467,0.6666666666666666,0.38095238095238093,0.5101993320898657,0.4251281544784603,0.0,0.6349504154382203,0.0,0.0,0.9853157121879589,0.7369746309558006,0.0,0.986784140969163,0.9454545454545455,0.22927293956100922,0.2801353306135579,0.32200952255222987,0.2970514589905603
5.6,0.615,0.0,1.6,0.089,16.0,59.0,0.9943,3.58,0.52,9.9,5,0.6,0.5217391304347826,0.2577903682719547,0.6666666666666666,0.47619047619047616,0.5861916832118819,0.5115214277583715,0.0,0.6349504154382203,0.0,0.38202298727012385,0.9970631424375918,0.857816665886648,0.0,0.9985315712187959,0.890909090909091,0.22097026604068856,0.2515209818291989,0.30117891184638435,0.5467607556405365
7.8,0.61,0.29,1.6,0.114,9.0,29.0,0.9974,3.26,1.56,9.1,5,0.4,0.9782608695652174,0.5415617128463477,1.0,0.6190476190476191,0.6565732751150679,0.5245240823633315,0.0,0.6349504154382203,0.0,0.456016912276756,0.9897209985315712,0.7515730486661519,0.0,1.0,0.890909090909091,0.1952348388545039,0.2634995563631094,0.3080537928022756,0.5428016744772501
8.9,0.62,0.18,3.8,0.176,52.0,145.0,0.9986,3.16,0.88,9.2,5,0.1,0.0,0.18478260869565222,1.0,0.3333333333333333,0.3348710866008383,0.2912126613835949,0.0,0.6349504154382203,0.0,0.07512462945900233,0.9853157121879589,0.6815253862746127,0.0,0.9955947136563876,0.8363636363636363,0.17827865117956668,0.26197895379607766,0.31517119481446904,0.24384104653571548
8.9,0.62,0.19,3.9,0.17,51.0,148.0,0.9986,3.17,0.93,9.2,5,0.1,0.0,0.18478260869565222,1.0,0.3333333333333333,0.3348718109814286,0.29121286521274037,0.0,0.6349504154382203,0.0,0.07765201051305526,0.9911894273127754,0.6933953908220619,0.0,0.9941262848751835,0.8363636363636363,0.1755650438034225,0.2618431800227321,0.31517119481446904,0.23434215001061587
8.5,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,3.3,0.75,10.5,7,1.0,0.9347826086956522,0.8500986193293886,0.6666666666666666,0.3333333333333333,0.7645427312392093,0.5875117664938514,0.7077826725403817,0.8933261860091128,1.0,0.5994091559797212,0.9949748743718593,0.8362339113313473,0.0014285714285714286,1.0,0.9090909090909092,0.2270737926914934,0.2664093395271804,0.3108189290426691,0.8842077626516607
8.1,0.56,0.28,1.7,0.368,16.0,56.0,0.9968,3.11,1.28,9.3,5,0.1,0.32608695652173914,0.5415617128463477,1.0,0.6190476190476191,0.6581607271913363,0.52528209817675,0.0,0.6349504154382203,0.0,0.36695390726114585,0.9941262848751835,0.8053993524527228,0.0,0.9955947136563876,0.8545454545454547,0.19583889726868606,0.26405832255803685,0.30231949366173105,0.34423709619315035
7.4,0.59,0.08,4.4,0.086,6.0,29.0,0.9974,3.38,0.5,9.0,4,1.0,0.9565217391304348,0.9461756373937678,0.6666666666666666,0.3333333333333333,0.95888866185222,0.7020572080162344,0.9221732745961821,0.9715893862235324,1.0,0.6222651541588147,0.9811320754716981,0.9087836718327786,0.0,1.0,0.9454545454545455,0.21456940951012096,0.2657211053454281,0.3182092640557655,0.8361389140781105
7.9,0.32,0.51,1.8,0.341,17.0,56.0,0.9969,3.04,1.08,9.2,6,0.8,0.7173913043478262,0.5491183879093199,1.0,0.5714285714285714,0.6101343634774148,0.48006341627161514,0.06314243759177685,0.6580005360493165,1.0,0.5818070230681451,0.9984326018808778,0.8892616729297458,0.004162330905306972,1.0,0.8727272727272727,0.19315624960269925,0.2575786664324387,0.30311231706343755,0.7790453557347363
8.9,0.22,0.48,1.8,0.077,29.0,60.0,0.9968,3.39,0.53,9.4,6,0.2,1.0,0.8130311614730878,0.6666666666666666,0.42857142857142855,0.5436937904860923,0.48666005581341576,0.06314243759177685,0.6580005360493165,0.5,0.5821864894640656,0.9984326018808778,0.8807261187395785,0.002081165452653486,1.0,0.890909090909091,0.21511595448738305,0.26960868691226864,0.31716656428605666,0.6034312253893785
7.6,0.39,0.31,2.3,0.082,23.0,71.0,0.9982,3.52,0.65,9.7,5,0.5,0.8913043478260869,0.5415617128463477,1.0,0.5238095238095238,0.5023024347172587,0.4502248544638964,0.0,0.6349504154382203,0.5,0.538377957573251,0.9985315712187959,0.8946817807405639,0.0,0.9985315712187959,0.9454545454545455,0.2385615458986025,0.2712944395336778,0.30733280384719525,0.5258231613279492
7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,3.17,0.91,9.5,5,0.3,0.8913043478260869,0.5415617128463477,1.0,0.42857142857142855,0.5944419221439059,0.5350218365742871,0.0,0.6349504154382203,0.3333333333333333,0.0,0.9926578560939795,0.8366059288189163,0.0,0.9926578560939795,0.9272727272727274,0.22946428628222634,0.26386381575864937,0.29513424009776473,0.3019521052465597
8.5,0.49,0.11,2.3,0.084,9.0,67.0,0.9968,3.17,0.53,9.4,5,0.2,0.13043478260869568,0.2577903682719547,0.6666666666666666,0.6666666666666666,0.4438353973633088,0.3960438149286045,0.0,0.6349504154382203,0.0,0.4527262777469693,0.9897209985315712,0.8637968228186093,0.0,0.9941262848751835,0.9454545454545455,0.2375360925475978,0.2626616108122239,0.30382939984066115,0.31416613262243187
6.9,0.4,0.14,2.4,0.085,21.0,40.0,0.9968,3.43,0.63,9.7,6,0.5,0.9347826086956522,0.5491183879093199,1.0,0.5714285714285714,0.5375148425852636,0.4818024230405895,0.06314243759177685,0.6580005360493165,1.0,0.5358929394629368,0.9984326018808778,0.9020814489761853,0.0,0.9968652037617555,0.9636363636363636,0.23929128575999595,0.2687974616403739,0.3034733337558833,0.47716765504037206
6.3,0.39,0.16,1.4,0.08,11.0,23.0,0.9955,3.34,0.56,9.3,5,0.4,0.9565217391304348,0.2577903682719547,0.6666666666666666,0.8095238095238095,0.5999437992783518,0.5387862227850301,0.0,0.6349504154382203,0.0,0.3968996640012946,0.9911894273127754,0.8968015353946511,0.0,0.9911894273127754,0.9272727272727274,0.22504064517004793,0.25469556235214597,0.3180213084450258,0.5784470426639945
7.6,0.41,0.24,1.8,0.08,4.0,11.0,0.9962,3.28,0.59,9.5,5,0.3,0.782608695652174,0.5415617128463477,1.0,0.47619047619047616,0.576231493771075,0.5114861316048256,0.0,0.6349504154382203,0.6,0.4837249117784047,0.9955947136563876,0.902404122822637,0.0032679738562091504,0.9970631424375918,0.9272727272727274,0.22581485318204855,0.2581854847279666,0.3103517329840279,0.5670316833129865
7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,3.17,0.91,9.5,5,0.3,0.8913043478260869,0.5415617128463477,1.0,0.42857142857142855,0.5944419221439059,0.5350218365742871,0.0,0.6349504154382203,0.0,0.0,0.9926578560939795,0.8366059288189163,0.0,0.9926578560939795,0.9272727272727274,0.22946428628222634,0.26386381575864937,0.29513424009776473,0.31427362304054574
7.1,0.71,0.0,1.9,0.08,14.0,35.0,0.9972,3.47,0.55,9.4,5,0.1,0.5652173913043479,0.2577903682719547,0.6666666666666666,0.8571428571428571,0.5655627328064161,0.48728178503110114,0.0,0.6349504154382203,0.2,0.3822939755285142,0.9853157121879589,0.9279413654206802,0.004357298474945534,0.9838472834067548,0.9454545454545455,0.22097026604068856,0.25978315551568054,0.3069404030734987,0.3586194362675572
7.8,0.645,0.0,2.0,0.082,8.0,16.0,0.9964,3.38,0.59,9.8,6,0.9,0.9565217391304348,0.5491183879093199,1.0,0.42857142857142855,0.5777526934246946,0.5020320759677676,0.06314243759177685,0.6580005360493165,1.0,0.5964620959070899,0.9984326018808778,0.9442348600350531,0.006243496357960458,1.0,0.9636363636363636,0.22097026604068856,0.2625623115845134,0.3182092640557655,0.7515281260087536
6.7,0.675,0.07,2.4,0.089,17.0,82.0,0.9958,3.35,0.54,10.1,5,0.4,0.5217391304347826,0.2577903682719547,0.6666666666666666,0.47619047619047616,0.41345890836678545,0.3638371237204122,0.0,0.6349504154382203,0.3333333333333333,0.3871691834224412,0.9955947136563876,0.8976828520770714,0.0,0.9941262848751835,0.9454545454545455,0.23591667355507503,0.26572326548183917,0.31624954474959927,0.4587440825924599
6.9,0.685,0.0,2.5,0.105,22.0,37.0,0.9966,3.46,0.57,10.6,6,0.4,0.8695652173913043,0.4891518737672583,0.6666666666666666,0.5714285714285714,0.5619001992542988,0.49096166219023685,0.06314243759177685,0.6580005360493165,0.5,0.5511215536291741,0.9984326018808778,0.9326734045383589,0.003121748178980229,0.9984326018808778,0.9454545454545455,0.22097026604068856,0.268231977664579,0.30672496641571445,0.5199758173979392
8.3,0.655,0.12,2.3,0.083,15.0,113.0,0.9966,3.17,0.66,9.8,5,0.2,0.6956521739130435,0.18478260869565222,1.0,0.38095238095238093,0.34718064889626543,0.30253521324199073,0.0,0.6349504154382203,0.0,0.19929191773008903,0.986784140969163,0.8361003083864502,0.0,0.9955947136563876,0.9636363636363636,0.21359067474142573,0.2645019119255058,0.2965567348190936,0.27541113749090584
6.9,0.605,0.12,10.7,0.073,40.0,83.0,0.9993,3.45,0.52,9.4,6,0.8,1.0,0.8130311614730878,0.6666666666666666,0.47619047619047616,0.6077694121387709,0.48440624581578695,0.06314243759177685,0.6580005360493165,1.0,0.5911765585695201,0.9984326018808778,0.7897153207749762,0.004162330905306972,1.0,0.8545454545454545,0.2001377429776424,0.2549913777025487,0.30764266858508255,0.8382076421539328
5.2,0.32,0.25,1.8,0.103,13.0,50.0,0.9957,3.38,0.55,9.2,5,0.2,0.9565217391304348,0.2577903682719547,0.6666666666666666,0.8095238095238095,0.599184782794673,0.5443175934791606,0.0,0.6349504154382203,0.0,0.4900261349636682,0.9941262848751835,0.8529031400094468,0.0,0.9985315712187959,0.890909090909091,0.2174999765774829,0.25688929903354313,0.31160711629552706,0.45301131116402615
7.8,0.645,0.0,5.5,0.086,5.0,18.0,0.9986,3.4,0.55,9.6,6,0.9,0.9565217391304348,0.8130311614730878,0.6666666666666666,0.38095238095238093,0.5776090418460584,0.4928187734584377,0.06314243759177685,0.6580005360493165,1.0,0.6230032344237595,0.9984326018808778,0.9064031943791946,0.002081165452653486,1.0,0.9454545454545455,0.22097026604068856,0.2619951488105572,0.31430272559390016,0.7684070725395562
7.8,0.6,0.14,2.4,0.086,3.0,15.0,0.9975,3.42,0.6,10.8,6,0.9,0.04347826086956519,0.4891518737672583,0.6666666666666666,0.9047619047619048,0.5290816389765981,0.45424998111193626,0.06314243759177685,0.6580005360493165,0.0,0.4937226909712147,0.9968652037617555,0.8858812672242915,0.0,1.0,0.9818181818181818,0.2222222222222222,0.2669632666547837,0.30737184656489264,0.6114062356773375
8.1,0.38,0.28,2.1,0.066,13.0,30.0,0.9968,3.23,0.73,9.7,7,1.0,0.9782608695652174,0.9420654911838791,1.0,0.47619047619047616,0.8907033592372712,0.6814588534041386,0.7077826725403817,0.8933261860091128,1.0,0.6424578940842549,0.9949748743718593,0.903374030518582,0.002142857142857143,1.0,0.9636363636363636,0.24241597344627752,0.27103884255445393,0.3009588214809087,0.9219186416873428
5.7,1.13,0.09,1.5,0.172,7.0,19.0,0.994,3.5,0.48,9.8,4,0.9,1.0,0.9461756373937678,0.6666666666666666,0.42857142857142855,0.9615687125223518,0.6960440336062006,0.9221732745961821,0.9715893862235324,1.0,0.5288399801656173,0.9811320754716981,0.8496091858979828,0.0,1.0,0.8727272727272728,0.20078457358857235,0.23894882183537927,0.2794778735827024,0.9181898157152635
7.3,0.45,0.36,5.9,0.074,12.0,87.0,0.9978,3.33,0.83,10.5,5,0.3,0.7173913043478262,0.7159763313609467,0.6666666666666666,0.38095238095238093,0.6144112815534233,0.5057723179746609,0.0,0.6349504154382203,0.3333333333333333,0.0,0.9941262848751835,0.766050486018683,0.0,0.9882525697503671,0.9636363636363636,0.24265439881863798,0.2788305127334192,0.32200952255222987,0.37087791782979884
7.3,0.45,0.36,5.9,0.074,12.0,87.0,0.9978,3.33,0.83,10.5,5,0.3,0.7173913043478262,0.7159763313609467,0.6666666666666666,0.38095238095238093,0.6144112815534233,0.5057723179746609,0.0,0.6349504154382203,0.0,0.0,0.9941262848751835,0.766050486018683,0.0,0.9882525697503671,0.9636363636363636,0.24265439881863798,0.2788305127334192,0.32200952255222987,0.36508938433653737
8.8,0.61,0.3,2.8,0.088,17.0,46.0,0.9976,3.26,0.51,9.3,4,0.9,1.0,0.9461756373937678,0.6666666666666666,0.7142857142857143,0.976130884090747,0.7569720790964827,0.9221732745961821,0.9715893862235324,0.0,0.4803783031266027,0.9622641509433962,0.8922590261180183,0.000646830530401035,1.0,0.9454545454545455,0.22841437327808825,0.2799481820870446,0.32547341914891587,0.7252728818917551
7.5,0.49,0.2,2.6,0.332,8.0,14.0,0.9968,3.21,0.9,10.5,6,0.6,0.8695652173913043,0.4891518737672583,0.6666666666666666,0.6666666666666666,0.606166835733104,0.47779486942452787,0.06314243759177685,0.6580005360493165,0.0,0.4773317439391672,0.9968652037617555,0.7620876904368591,0.0,1.0,0.9454545454545455,0.19711169213406696,0.2630143672174051,0.3009588214809087,0.6352417120428717
8.1,0.66,0.22,2.2,0.069,9.0,23.0,0.9968,3.3,1.2,10.3,5,0.6,0.9782608695652174,0.7159763313609467,0.6666666666666666,0.7142857142857143,0.6261076395312155,0.5277129345311298,0.0,0.6349504154382203,0.6666666666666666,0.5487985843842451,0.9985315712187959,0.8440004213744943,0.0,0.9985315712187959,0.9636363636363636,0.24408485763111132,0.2714258890590282,0.3182383855790306,0.770738318323426
6.8,0.67,0.02,1.8,0.05,5.0,11.0,0.9962,3.48,0.52,9.5,5,0.4,0.32608695652173914,0.2577903682719547,0.6666666666666666,0.6666666666666666,0.5839542681939262,0.4994762349215454,0.0,0.6349504154382203,0.0,0.4351681449439486,0.9911894273127754,0.916831530853814,0.0,0.9941262848751835,0.909090909090909,0.2250428892395475,0.24917094898476505,0.29488305011513366,0.4489134372408462
4.6,0.52,0.15,2.1,0.054,8.0,65.0,0.9934,3.9,0.56,13.1,4,1.0,0.9782608695652174,0.9779411764705882,1.0,0.47619047619047616,0.9667438907171937,0.6922110250437906,0.9221732745961821,0.9715893862235324,1.0,0.736245791768606,0.9811320754716981,0.9107299374228532,0.00129366106080207,1.0,0.7454545454545454,0.19567225388942192,0.23779409214786035,0.28800392851843537,0.9562919403781743
7.7,0.935,0.43,2.2,0.114,22.0,114.0,0.997,3.25,0.73,9.2,5,0.0,0.0,0.18478260869565222,1.0,0.3333333333333333,0.34173593564938276,0.2971568276095392,0.0,0.6349504154382203,0.0,0.32123978497997263,0.9838472834067548,0.7494768285584705,0.0,0.9941262848751835,0.8909090909090909,0.21227277476331693,0.26712902173704883,0.30944416159900173,0.3679942944588789
8.7,0.29,0.52,1.6,0.113,12.0,37.0,0.9969,3.25,0.58,9.5,5,0.6,1.0,0.5415617128463477,1.0,0.47619047619047616,0.6242166256888753,0.5600582533004581,0.0,0.6349504154382203,0.0,0.47006703014333073,0.9955947136563876,0.8312360271793557,0.0,0.9985315712187959,0.9272727272727274,0.22946428628222634,0.2648224346794717,0.3114965235407407,0.4859783164620576
6.4,0.4,0.23,1.6,0.066,5.0,12.0,0.9958,3.34,0.56,9.2,5,0.1,0.9565217391304348,0.2577903682719547,0.6666666666666666,0.6666666666666666,0.5853250533354095,0.5214159998291155,0.0,0.6349504154382203,0.0,0.3032666991237767,0.9853157121879589,0.8861855939241773,0.0,0.9911894273127754,0.9272727272727274,0.228174849205514,0.2540666108435224,0.3180213084450258,0.356556453798471
5.6,0.31,0.37,1.4,0.074,12.0,96.0,0.9954,3.32,0.58,9.2,5,0.3,0.6956521739130435,0.18478260869565222,1.0,0.38095238095238093,0.45255519734700145,0.3992216034579493,0.0,0.6349504154382203,0.0,0.4663889576152749,0.9970631424375918,0.829661813915985,0.0,0.9985315712187959,0.890909090909091,0.22504064517004793,0.25715038321170053,0.32446673590933645,0.319560907240103
8.8,0.66,0.26,1.7,0.074,4.0,23.0,0.9971,3.15,0.74,9.2,5,0.4,0.32608695652173914,0.5415617128463477,1.0,0.6190476190476191,0.5230971926194143,0.4663654383536192,0.0,0.6349504154382203,0.0,0.47238664131063646,0.9897209985315712,0.853384005276928,0.0,0.9985315712187959,0.9636363636363636,0.22581485318204855,0.26617838880292743,0.31460000215091666,0.4932877824702563
6.6,0.52,0.04,2.2,0.069,8.0,15.0,0.9956,3.4,0.63,9.4,6,0.7,0.4782608695652174,0.5491183879093199,1.0,0.42857142857142855,0.554032103008818,0.4855294273277077,0.06314243759177685,0.6580005360493165,0.0,0.21033679217623502,0.9952978056426333,0.9230604628735128,0.0,0.9968652037617555,0.9636363636363636,0.2292898425448666,0.25849870417259246,0.31430272559390016,0.49594438042756306
6.6,0.5,0.04,2.1,0.068,6.0,14.0,0.9955,3.39,0.64,9.4,6,0.7,0.4782608695652174,0.5491183879093199,1.0,0.42857142857142855,0.549233299568084,0.4808146555493136,0.06314243759177685,0.6580005360493165,0.5,0.22281558059824202,0.9968652037617555,0.9294297423488622,0.003121748178980229,0.9968652037617555,0.9636363636363636,0.2292898425448666,0.25689417349939647,0.3169083235810108,0.587072445309863
8.6,0.38,0.36,3.0,0.081,30.0,119.0,0.997,3.2,0.56,9.4,5,0.1,0.021739130434782594,0.2577903682719547,0.6666666666666666,0.23809523809523808,0.34645504786584214,0.30113306144525825,0.0,0.6349504154382203,0.0,0.39418273444714247,0.9882525697503671,0.8201225334739662,0.0,0.9823788546255506,0.9090909090909092,0.20592416645275377,0.26835002544746184,0.32200952255222987,0.3503702514917134
7.6,0.51,0.15,2.8,0.11,33.0,73.0,0.9955,3.17,0.63,10.2,6,0.3,0.6521739130434783,0.5491183879093199,1.0,0.5238095238095238,0.6578311880533042,0.6106905180331821,0.06314243759177685,0.6580005360493165,0.0,0.49747163536756656,0.9968652037617555,0.82743102334105,0.002081165452653486,1.0,0.9636363636363636,0.23887264940264777,0.2679490560792101,0.2919350098883911,0.5422440833819308
7.7,0.62,0.04,3.8,0.084,25.0,45.0,0.9978,3.34,0.53,9.5,5,0.2,0.5652173913043479,0.2577903682719547,0.6666666666666666,0.8571428571428571,0.4579845693570519,0.40570059496056243,0.0,0.6349504154382203,0.0,0.4189239247393035,0.9897209985315712,0.8463196133771429,0.0,0.9955947136563876,0.9636363636363636,0.22926923222167098,0.2745662199093222,0.3180213084450258,0.5617054437632943
10.2,0.42,0.57,3.4,0.07,4.0,10.0,0.9971,3.04,0.63,9.6,5,0.7,0.782608695652174,0.5415617128463477,1.0,0.47619047619047616,0.65474389867314,0.5418304716919479,0.0,0.6349504154382203,1.0,0.538313481233553,0.9985315712187959,0.8481643413168354,0.0,1.0,0.9272727272727274,0.22443606471888794,0.2599160990400389,0.30476180974309464,0.5240564221117201
7.5,0.63,0.12,5.1,0.111,50.0,110.0,0.9983,3.26,0.77,9.4,5,0.0,0.0,0.18478260869565222,1.0,0.3333333333333333,0.3376700205760307,0.2939475866697689,0.0,0.6349504154382203,0.0,0.3308337645488366,0.9662261380323054,0.6888313091820061,0.0,0.9897209985315712,0.8727272727272727,0.21195213866175067,0.26157715214215743,0.3028575442262877,0.24271182212223597
7.8,0.59,0.18,2.3,0.076,17.0,54.0,0.9975,3.43,0.59,10.0,5,0.5,0.8695652173913043,0.5415617128463477,1.0,0.6190476190476191,0.5025973230777184,0.45000571478943785,0.0,0.6349504154382203,0.5,0.48453813346489516,0.9970631424375918,0.891642028485937,0.0,1.0,0.9636363636363636,0.24140802327284464,0.2746536482114043,0.30874399573226796,0.5367218606888117
7.3,0.39,0.31,2.4,0.074,9.0,46.0,0.9962,3.41,0.54,9.4,6,0.7,0.9347826086956522,0.8130311614730878,0.6666666666666666,0.6190476190476191,0.5451981520819822,0.488042801525386,0.06314243759177685,0.6580005360493165,0.75,0.498777997053664,0.9968652037617555,0.8971309314857179,0.001040582726326743,0.9984326018808778,0.9454545454545455,0.2389856296958754,0.2661831416714497,0.3103907500077105,0.7810593444766168
8.8,0.4,0.4,2.2,0.079,19.0,52.0,0.998,3.44,0.64,9.2,5,0.1,0.6956521739130435,0.5415617128463477,1.0,0.47619047619047616,0.5685838555301777,0.5139965618692381,0.0,0.6349504154382203,0.0,0.444863500885042,0.9911894273127754,0.8425150257916133,0.0,0.9955947136563876,0.9454545454545455,0.23417246009548492,0.2771444763536578,0.32163706616072224,0.4383273161431177
7.7,0.69,0.49,1.8,0.115,20.0,112.0,0.9968,3.21,0.71,9.3,5,0.0,0.0,0.18478260869565222,1.0,0.3333333333333333,0.34568253458753895,0.3014536088759795,0.0,0.6349504154382203,0.0,0.35644688193836194,0.9750367107195301,0.7712569592739247,0.0,0.9882525697503671,0.9272727272727274,0.21492536470851734,0.2666043762292621,0.3005467642188438,0.22476170442161558
7.5,0.52,0.16,1.9,0.085,12.0,35.0,0.9968,3.38,0.62,9.5,7,1.0,1.0,0.9420654911838791,1.0,0.7142857142857143,0.9260873466136449,0.6889018008266213,0.7077826725403817,0.8933261860091128,1.0,0.6722955483700217,0.9949748743718593,0.94694819384341,0.007142857142857143,1.0,0.9636363636363636,0.23202471245949507,0.26928826702088865,0.3182945152255396,0.9560386002156605
7.0,0.735,0.05,2.0,0.081,13.0,54.0,0.9966,3.39,0.57,9.8,5,0.1,0.5217391304347826,0.2577903682719547,0.6666666666666666,0.47619047619047616,0.5004929670369185,0.4364248389006705,0.0,0.6349504154382203,0.3333333333333333,0.392571033057712,0.986784140969163,0.8967631589674308,0.0010893246187363835,0.9955947136563876,0.9636363636363636,0.23144280902538875,0.2642825370652089,0.31028699376819163,0.3994163226843197
7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5,0.7,0.9347826086956522,0.7159763313609467,0.6666666666666666,0.47619047619047616,0.6221567489566565,0.5219201562746306,0.0,0.6349504154382203,1.0,0.0,0.9970631424375918,0.904992507574222,0.0010893246187363835,0.9985315712187959,0.9272727272727274,0.21048062698616507,0.2579324213501147,0.3037373646028014,0.5503132226816589
7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5,0.7,0.9347826086956522,0.7159763313609467,0.6666666666666666,0.47619047619047616,0.6221567489566565,0.5219201562746306,0.0,0.6349504154382203,1.0,0.0,0.9970631424375918,0.904992507574222,0.0,0.9985315712187959,0.9272727272727274,0.21048062698616507,0.2579324213501147,0.3037373646028014,0.4759938580161308
