index,true_label,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,label,description_lengths,description_lengths_unnormalized,is_error,L_0,L_1,L_2,L_3,L_4,L_5,L_6,r_min,r_med,relative_position,pseudo_probability,normalized_entropy,description_length_margin,description_length_true_cost,kullback_leibler_divergence
10,2,8.1,0.27,0.41,1.45,0.033,11.0,63.0,0.9908,2.99,0.56,12.0,4,"[0.09570225 0.10077786 0.11695444 0.09682113 0.090284   0.09249712
 0.40696319]","[ 26.95218558  28.38160524  32.93734156  27.26728989  25.42626729
  26.04953849 114.61116928]",1,26.95218558,28.38160524,32.93734156,27.26728989,25.42626729,26.04953849,114.61116928,1.0,0.7946664295691197,0.0842191234426425,0.9997216138564342,0.6389857991887027,0.9977868785773342,0.11695444328583789,0.9999925748100147
11,2,8.6,0.23,0.4,4.2,0.035,17.0,109.0,0.9947,3.14,0.53,9.7,3,"[0.08164959 0.07800723 0.07833071 0.07775643 0.08047626 0.08405937
 0.51972041]","[ 23.8522984   22.78825493  22.88275241  22.71498979  23.50953304
  24.55626773 151.82594242]",1,23.8522984,22.78825493,22.88275241,22.71498979,23.50953304,24.55626773,151.82594242,1.0,0.5099271986677073,0.0012993678427845276,0.771841242526921,0.843141909557464,0.9997492036754564,0.07833070679819498,0.8939643052537221
12,2,7.9,0.18,0.37,1.2,0.04,16.0,75.0,0.992,3.18,0.63,10.8,4,"[0.09557745 0.09324911 0.10449143 0.09153    0.08398823 0.0849577
 0.44620607]","[ 24.84214205  24.2369688   27.15903223  23.79014302  21.82991527
  22.08189505 115.97625484]",1,24.84214205,24.2369688,27.15903223,23.79014302,21.82991527,22.08189505,115.97625484,1.0,0.7001034126656026,0.05660461133468788,0.9976489403239448,0.5869342726040847,0.9990305350980132,0.10449143387184494,0.9998387628489125
13,4,6.6,0.16,0.4,1.5,0.044,48.0,143.0,0.9912,3.54,0.52,12.4,4,"[0.11060303 0.11789022 0.12764201 0.09674804 0.0831187  0.08773322
 0.37626477]","[29.34338867 31.27670796 33.86389228 25.66760942 22.05169554 23.27594546
 99.8244223 ]",0,29.34338867,31.27670796,33.86389228,25.66760942,22.05169554,23.27594546,99.8244223,0.9474027844303343,0.5439223179301395,0.0,0.24337437689641428,0.3233885362061762,0.9953854767308008,0.08311870030150885,0.5992517653466906
14,2,8.3,0.42,0.62,19.25,0.04,41.0,172.0,1.0002,2.98,0.67,9.7,2,"[0.08818935 0.07325192 0.0609336  0.06782992 0.08475672 0.08449026
 0.54054822]","[ 48.83026419  40.55944026  33.73881067  37.55728957  46.92962223
  46.7820821  299.30044325]",0,48.83026419,40.55944026,33.73881067,37.55728957,46.92962223,46.7820821,299.30044325,0.8983292206488603,0.3893245599928193,0.0,0.022536903220609528,0.057604285363064105,0.9931036788481185,0.06093360203269633,0.5082207913956172
15,4,6.6,0.17,0.38,1.5,0.032,28.0,112.0,0.9914,3.25,0.55,11.4,4,"[0.12559102 0.12130919 0.12686856 0.1030266  0.08711034 0.09527868
 0.34081562]","[25.12683998 24.27018002 25.38243595 20.61240361 17.42805719 19.06228679
 68.18655805]",0,25.12683998,24.27018002,25.38243595,20.61240361,17.42805719,19.06228679,68.18655805,0.9142689636916186,0.5725358072839583,0.0,0.1924935839849361,0.30253921688242935,0.9918316603401542,0.08711033672327181,0.5765079277330653
16,3,6.3,0.48,0.04,1.1,0.046,30.0,99.0,0.9928,3.24,0.36,9.6,1,"[0.11487633 0.06248793 0.07051581 0.07656332 0.08048346 0.07918961
 0.51588355]","[ 44.31285103  24.10434008  27.20104735  29.53383923  31.04600824
  30.54691288 198.99896303]",1,44.31285103,24.10434008,27.20104735,29.53383923,31.04600824,30.54691288,198.99896303,1.0,0.4974677139398075,0.031044402957552206,0.9958320345750007,0.11440090059658435,0.9919721173204613,0.07656332218149813,0.9996317724028199
17,5,6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,1,"[0.12065981 0.10720369 0.14954935 0.13636751 0.12203753 0.10895248
 0.25522961]","[37.22650132 33.07495938 46.13963074 42.07271065 37.65156038 33.6145023
 78.74457361]",1,37.22650132,33.07495938,46.13963074,42.07271065,37.65156038,33.6145023,78.74457361,1.0,0.7336475962691515,0.011814045927144265,0.637692398530356,0.38120026274852375,0.9982512149675038,0.10895247869632002,0.8122524481774573
18,3,7.4,0.34,0.42,1.1,0.033,17.0,171.0,0.9917,3.12,0.53,11.3,5,"[0.10414091 0.09937738 0.10124609 0.09181375 0.08699984 0.08563814
 0.4307839 ]","[ 24.65562044  23.52784236  23.97026356  21.7371334   20.59742876
  20.2750437  101.98916222]",1,24.65562044,23.52784236,23.97026356,21.7371334,20.59742876,20.2750437,101.98916222,1.0,0.6065743385287602,0.01789274272871526,0.8859601120099361,0.5780429358652172,0.9986383034283918,0.09181374604446675,0.9582091837975503
19,2,6.5,0.31,0.14,7.5,0.044,34.0,133.0,0.9955,3.22,0.5,9.5,2,"[0.14150471 0.11139596 0.0941104  0.09918725 0.10727462 0.11602699
 0.33050008]","[29.02928523 22.85256184 19.30647794 20.34798071 22.00707977 23.80260362
 67.80114316]",0,29.02928523,22.85256184,19.30647794,20.34798071,22.00707977,23.80260362,67.80114316,0.9488154237124389,0.6233236105086203,0.0,0.3151334000132894,0.4415758853739481,0.9949231424369892,0.09411039640805743,0.6332314509634771
20,5,6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,5,"[0.14341995 0.11777112 0.164021   0.14739694 0.13156251 0.1176846
 0.17814387]","[40.43376338 33.20269934 46.24172823 41.55497932 37.09084507 33.17830807
 50.22332724]",0,40.43376338,33.20269934,46.24172823,41.55497932,37.09084507,33.17830807,50.22332724,0.9992653828910266,0.8002893472165442,0.0,0.49920678423776343,0.3834689489376784,0.9999134833246153,0.11768460228215248,0.7306086817819002
21,4,6.4,0.31,0.38,2.9,0.038,19.0,102.0,0.9912,3.17,0.35,11.0,4,"[0.12906213 0.12389259 0.13381159 0.11662242 0.10162417 0.10766305
 0.28732406]","[23.48756623 22.54677963 24.35190436 21.22370702 18.49422864 19.59322249
 52.28910291]",0,23.48756623,22.54677963,24.35190436,21.22370702,18.49422864,19.59322249,52.28910291,0.9439094895439066,0.6787193257327421,0.0,0.29848109891824004,0.42204012714719086,0.9939611246885046,0.10162417263685883,0.6251453911832284
22,5,6.8,0.26,0.42,1.7,0.049,41.0,122.0,0.993,3.47,0.48,10.5,4,"[0.11653971 0.13201535 0.12195636 0.11006503 0.10375535 0.10711029
 0.30855791]","[22.03425354 24.96024594 23.05838531 20.81008092 19.61710567 20.25142618
 58.33928606]",1,22.03425354,24.96024594,23.05838531,20.81008092,19.61710567,20.25142618,58.33928606,1.0,0.7197548842635938,0.016381322115513682,0.7293848159127774,0.6209537554688214,0.9966450633045901,0.10711028849700437,0.8682627748110533
23,2,7.6,0.67,0.14,1.5,0.074,25.0,168.0,0.9937,3.05,0.51,9.3,1,"[0.0862777  0.07013886 0.08686708 0.10581345 0.12656057 0.11406495
 0.41027738]","[ 31.85940896  25.89988637  32.07704599  39.07329078  46.73449431
  42.12029141 151.50142313]",1,31.85940896,25.89988637,32.07704599,39.07329078,46.73449431,42.12029141,151.50142313,1.0,0.5707849098586052,0.04918060542327731,0.9979333126156421,0.016831367622764444,0.9838611592812052,0.08686708174086563,0.9998661241945673
24,3,6.6,0.27,0.41,1.3,0.052,16.0,142.0,0.9951,3.42,0.47,10.0,3,"[0.11984267 0.1255935  0.11504943 0.11258371 0.11518597 0.11767075
 0.29407396]","[22.6930533  23.78201464 21.78541966 21.31851854 21.81127546 22.28178603
 55.68497533]",0,22.6930533,23.78201464,21.78541966,21.31851854,21.81127546,22.28178603,55.68497533,0.978568183295737,0.7612011095487147,0.0,0.6618902698865032,0.8211650794282238,0.997534281732018,0.11258371068030866,0.8269890304058418
25,3,7.0,0.25,0.32,9.0,0.046,56.0,245.0,0.9955,3.25,0.5,10.4,2,"[0.10320032 0.10837174 0.09061935 0.09604161 0.11906231 0.12210758
 0.36059709]","[25.33233028 26.60174749 22.24411133 23.57509877 29.22593528 29.97345035
 88.51488797]",1,25.33233028,26.60174749,22.24411133,23.57509877,29.22593528,29.97345035,88.51488797,1.0,0.6374736252642221,0.020084077891680447,0.8004373342480786,0.3608596161888041,0.9945777461102239,0.09604160577765468,0.9109334643566139
26,3,6.9,0.24,0.35,1.0,0.052,35.0,146.0,0.993,3.45,0.44,10.0,4,"[0.12144104 0.13420359 0.11935221 0.11101465 0.1065147  0.11386682
 0.29360698]","[22.62366672 25.00124624 22.23453135 20.6812994  19.84298822 21.21263942
 54.6970489 ]",1,22.62366672,25.00124624,22.23453135,20.6812994,19.84298822,21.21263942,54.6970489,1.0,0.749267600454767,0.024052037657035192,0.7657258273532367,0.6300198241037345,0.995500049444202,0.11101465297129294,0.8902922778214941
27,3,7.0,0.28,0.39,8.7,0.051,32.0,141.0,0.9961,3.38,0.53,10.5,3,"[0.13755542 0.11828879 0.10282215 0.09904401 0.10180481 0.1154323
 0.32505251]","[26.54095414 22.82350908 19.83926208 19.11027846 19.64296902 22.27235648
 62.7180207 ]",0,26.54095414,22.82350908,19.83926208,19.11027846,19.64296902,22.27235648,62.7180207,0.972881362260944,0.6595927425988792,0.0,0.5319998592725916,0.6050244494505009,0.9972391921417544,0.09904400585891808,0.7494007858834114
28,3,7.4,0.27,0.48,1.1,0.047,17.0,132.0,0.9914,3.19,0.49,11.6,4,"[0.12589689 0.11951518 0.11965211 0.10119042 0.09809792 0.10083996
 0.33480752]","[26.47851747 25.13632237 25.16512149 21.28227652 20.63186481 21.20856698
 70.41640933]",1,26.47851747,25.13632237,25.16512149,21.28227652,20.63186481,21.20856698,70.41640933,1.0,0.6754962920499137,0.013064530694373334,0.7524842557645168,0.5731336784637047,0.9972579655025994,0.10119042278106649,0.8823015139568466
29,4,7.2,0.32,0.36,2.0,0.033,37.0,114.0,0.9906,3.1,0.71,12.3,5,"[0.11446559 0.11976825 0.12780125 0.09799733 0.07767561 0.07548643
 0.38680554]","[28.14137063 29.44503046 31.41994232 24.09264829 19.09655357 18.55834313
 95.0961598 ]",1,28.14137063,29.44503046,31.41994232,24.09264829,19.09655357,18.55834313,95.0961598,1.0,0.5053034424185192,0.0070319544430371365,0.6323336808983439,0.34666544797768395,0.9978108182449491,0.0776756145046073,0.8090008588755755
30,3,8.5,0.24,0.39,10.4,0.044,20.0,142.0,0.9974,3.2,0.53,10.0,2,"[0.1345624  0.13348022 0.11731977 0.1213378  0.13334591 0.13899888
 0.22095502]","[24.89609864 24.69587817 21.70594967 22.4493459  24.67102972 25.71691563
 40.88005215]",1,24.89609864,24.69587817,21.70594967,22.4493459,24.67102972,25.71691563,40.88005215,1.0,0.8285627891586915,0.038770848895620956,0.709465397363467,0.5234251895258876,0.9959819736474824,0.12133780046608693,0.8560937627018237
31,3,8.3,0.14,0.34,1.1,0.042,7.0,47.0,0.9934,3.47,0.4,10.2,0,"[0.09377878 0.09717793 0.11469284 0.10753578 0.10733459 0.10774873
 0.37173134]","[ 26.32435694  27.27851994  32.19507776  30.18604275  30.1295671
  30.2458179  104.3475745 ]",1,26.32435694,27.27851994,32.19507776,30.18604275,30.1295671,30.2458179,104.3475745,1.0,0.7229586284937793,0.0494940599826053,0.9855053585403681,0.41360061828735983,0.9966008573119529,0.10753578423680253,0.9977806884249454
32,3,7.4,0.25,0.36,2.05,0.05,31.0,100.0,0.992,3.19,0.44,10.8,4,"[0.12835284 0.12934656 0.12552084 0.1107967  0.10218478 0.10969661
 0.29410166]","[22.18943901 22.36123226 21.69984798 19.15436064 17.66554594 18.96417809
 50.84383701]",1,22.18943901,22.36123226,21.69984798,19.15436064,17.66554594,18.96417809,50.84383701,1.0,0.7476132797067737,0.044873158078395446,0.8531204232759562,0.5062110688926775,0.9924881775714398,0.11079669932727455,0.9408826602340231
33,3,6.2,0.12,0.34,1.5,0.045,43.0,117.0,0.9939,3.42,0.51,9.0,4,"[0.08827647 0.08445012 0.08006375 0.07529302 0.07163303 0.07277812
 0.52750549]","[ 27.41183041  26.22366383  24.86159732  23.38017793  22.2436703
  22.5992467  163.80233377]",1,27.41183041,26.22366383,24.86159732,23.38017793,22.2436703,22.5992467,163.80233377,1.0,0.4885419072602323,0.008028527552697786,0.848545760420098,0.6062958890633411,0.9988549094613134,0.075293018716802,0.9383729258087761
34,2,5.8,0.27,0.2,14.95,0.044,22.0,179.0,0.9962,3.37,0.37,10.2,2,"[0.09323829 0.09885469 0.083673   0.08498901 0.09628661 0.09819225
 0.44476616]","[ 27.03316736  28.66156722  24.25984149  24.64140099  27.91698611
  28.46950011 128.95387019]",0,27.03316736,28.66156722,24.25984149,24.64140099,27.91698611,28.46950011,128.95387019,0.9845155110645145,0.5478807998852616,0.0,0.44387701542711433,0.4857520070399902,0.9986839886694016,0.0836729953765057,0.6998374883604619
35,2,7.3,0.28,0.43,1.7,0.08,21.0,123.0,0.9905,3.19,0.42,12.8,3,"[0.15105112 0.1357397  0.14195777 0.11173484 0.13507    0.12795801
 0.19648855]","[33.83549921 30.40573574 31.79858527 25.02864014 30.25572336 28.66263553
 44.01349673]",1,33.83549921,30.40573574,31.79858527,25.02864014,30.25572336,28.66263553,44.01349673,1.0,0.9926628179114384,0.3565971171575441,0.9988939390002767,0.09725218431951921,0.9837768291795256,0.14195776970554452,0.9999456685592131
36,2,6.5,0.39,0.23,5.4,0.051,25.0,149.0,0.9934,3.24,0.35,10.0,2,"[0.08874359 0.07349987 0.06881972 0.07018085 0.07100774 0.07034543
 0.55740279]","[ 26.85662459  22.24338991  20.82702988  21.23895136  21.48919383
  21.28875714 168.6877552 ]",0,26.85662459,22.24338991,20.82702988,21.23895136,21.48919383,21.28875714,168.6877552,0.9806053757552083,0.4434354419221138,0.0,0.6724862051124116,0.7862739460850033,0.998638868706091,0.0688197229453673,0.8334630910155628
37,3,7.0,0.33,0.32,1.2,0.053,38.0,138.0,0.9906,3.13,0.28,11.2,4,"[0.1394616  0.12696852 0.12208461 0.10507078 0.09515598 0.09656812
 0.3146904 ]","[29.35994073 26.7298529  25.70167549 22.11986487 20.03256658 20.32985574
 66.24971698]",1,29.35994073,26.7298529,25.70167549,22.11986487,20.03256658,20.32985574,66.24971698,1.0,0.7044408030652375,0.045162851276846286,0.9337357919395568,0.46169862337209566,0.9985878574234377,0.10507077678423253,0.9804613037825034
38,2,7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,2,"[0.08303317 0.10816009 0.07269483 0.0765851  0.09678074 0.10379562
 0.45895046]","[ 29.55274838  38.49579462  25.87317854  27.25778432  34.44571334
  36.94241448 163.34734097]",0,29.55274838,38.49579462,25.87317854,27.25778432,34.44571334,36.94241448,163.34734097,0.9492032894275538,0.4703618543677967,0.0,0.21621767427190064,0.3029960110961025,0.9961097287874507,0.0726948298968609,0.5869752455379442
39,2,7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,2,"[0.09419584 0.11442577 0.08442061 0.089861   0.11545334 0.11734363
 0.38429981]","[ 28.85471647  35.0516866   25.86029922  27.52683761  35.36646054
  35.9455071  117.72135303]",0,28.85471647,35.0516866,25.86029922,27.52683761,35.36646054,35.9455071,117.72135303,0.939457688000672,0.5532274313551805,0.0,0.19301709578885917,0.3037885466622307,0.9945596073850869,0.084420606053925,0.5767363544663772
40,3,6.7,0.23,0.39,2.5,0.172,63.0,158.0,0.9937,3.11,0.36,9.4,2,"[0.14066363 0.12969504 0.09607227 0.13794647 0.14316428 0.14209469
 0.21036361]","[53.78064069 49.58696482 36.73179951 52.7417735  54.73672558 54.3277858
 80.42938872]",1,53.78064069,49.58696482,36.73179951,52.7417735,54.73672558,54.3277858,80.42938872,1.0,0.9601246022853053,0.36638117294511535,0.9999998885819832,2.0307680464729638e-05,0.9663772276497208,0.13794646750758047,0.9999999999069156
41,3,6.7,0.24,0.39,2.9,0.173,63.0,157.0,0.9937,3.1,0.34,9.4,2,"[0.11883705 0.09934339 0.07911322 0.11580428 0.12024723 0.11911246
 0.34754237]","[ 54.33645587  45.42327074  36.17332989  52.94976646  54.98124004
  54.46238273 158.9085284 ]",1,54.33645587,45.42327074,36.17332989,52.94976646,54.98124004,54.46238273,158.9085284,1.0,0.7858279074474777,0.1366880631923729,0.9999999482340255,0.0005070272504562734,0.9797698308892927,0.11580427888447056,0.9999999999691973
42,3,7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,2,"[0.13967869 0.10397865 0.08322409 0.09121709 0.11489241 0.11217177
 0.3548373 ]","[30.30286874 22.55785394 18.05521372 19.78927159 24.92556025 24.33532513
 76.9808771 ]",1,30.30286874,22.55785394,18.05521372,19.78927159,24.92556025,24.33532513,76.9808771,1.0,0.6022368399047658,0.029427888809464422,0.8516948896090366,0.25151164959562206,0.9920069966119587,0.09121709119531261,0.9401028133177682
43,3,6.6,0.24,0.27,1.4,0.057,33.0,152.0,0.9934,3.22,0.56,9.5,3,"[0.12018173 0.11287005 0.10326321 0.10234913 0.10824498 0.11878185
 0.33430904]","[22.80657868 21.41906021 19.59599483 19.42253142 20.5413727  22.5409264
 63.44096744]",0,22.80657868,21.41906021,19.59599483,19.42253142,20.5413727,22.5409264,63.44096744,0.9911480171077822,0.6841131629888884,0.0,0.5800701113116011,0.6692755686580948,0.9990859158051335,0.1023491293946022,0.7776077505541227
44,3,6.7,0.23,0.26,1.4,0.06,33.0,154.0,0.9934,3.24,0.56,9.5,3,"[0.11469647 0.12034783 0.10206839 0.10099268 0.10953271 0.11547323
 0.3368887 ]","[22.40624391 23.51025028 19.93931614 19.72917353 21.39748885 22.55798457
 65.8120523 ]",0,22.40624391,23.51025028,19.93931614,19.72917353,21.39748885,22.55798457,65.8120523,0.9894608917620853,0.674027972810256,0.0,0.534814187135688,0.6137845326680004,0.9989242901949368,0.1009926802185236,0.7510314398727899
45,4,7.4,0.18,0.31,1.4,0.058,38.0,167.0,0.9931,3.16,0.53,10.0,3,"[0.09257388 0.08374837 0.07384613 0.07167932 0.07757286 0.08563385
 0.51494559]","[ 25.46885095  23.04078472  20.3164889   19.72035848  21.34178397
  23.55951583 141.67142007]",1,25.46885095,23.04078472,20.3164889,19.72035848,21.34178397,23.55951583,141.67142007,1.0,0.5045787932857867,0.013295706235325312,0.8907828187288896,0.551762493816885,0.9978331922538639,0.0775728620300207,0.9606354096179008
46,1,6.2,0.45,0.26,4.4,0.063,63.0,206.0,0.994,3.27,0.52,9.8,2,"[0.09823743 0.089578   0.07978845 0.09089186 0.11033079 0.10634494
 0.42482853]","[ 28.57514614  26.056306    23.20873628  26.43848073  32.09284524
  30.93344616 123.57344535]",1,28.57514614,26.056306,23.20873628,26.43848073,32.09284524,30.93344616,123.57344535,1.0,0.5903504128072882,0.02837222113587328,0.9474203257213812,0.2006261689917863,0.9902104464881826,0.0895780005369949,0.9859273705417594
47,2,6.2,0.46,0.25,4.4,0.066,62.0,207.0,0.9939,3.25,0.52,9.8,2,"[0.0897978  0.07911308 0.07114946 0.08222012 0.10008691 0.10075267
 0.47687995]","[ 29.50662931  25.99573954  23.37897639  27.01668255  32.88752429
  33.10628691 156.69782025]",0,29.50662931,25.99573954,23.37897639,27.01668255,32.88752429,33.10628691,156.69782025,0.8993387686904275,0.4595968169508075,0.0,0.09228475077419918,0.1903985414641276,0.9920363800977657,0.07114945870178153,0.5348654124771135
48,3,7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,2,"[0.09793675 0.07983191 0.0641509  0.06996141 0.0887717  0.10417717
 0.49517016]","[ 27.59987072  22.49768771  18.07857097  19.71604865  25.01703659
  29.35850258 139.5454904 ]",1,27.59987072,22.49768771,18.07857097,19.71604865,25.01703659,29.35850258,139.5454904,1.0,0.4513451895555735,0.013480852957089923,0.8389576873773572,0.25831596566156884,0.9941894927713886,0.0699614074742564,0.9330484758564787
49,2,6.9,0.19,0.35,5.0,0.067,32.0,150.0,0.995,3.36,0.48,9.8,2,"[0.13595017 0.11849026 0.09886314 0.09902972 0.11565006 0.11548531
 0.31653135]","[27.46707963 23.93951747 19.97409732 20.0077516  23.3656898  23.33240336
 63.9513138 ]",0,27.46707963,23.93951747,19.97409732,20.0077516,23.3656898,23.33240336,63.9513138,0.9983179378837191,0.6582561338559748,0.0,0.5133516742065162,0.45586968194029903,0.9998334258679576,0.09886314383809255,0.7386663534232194
50,3,7.2,0.19,0.31,1.6,0.062,31.0,173.0,0.9917,3.35,0.44,11.7,3,"[0.08632381 0.08784209 0.08729055 0.07299444 0.07562206 0.08369169
 0.50623535]","[ 25.39181114  25.83840927  25.67617498  21.47103127  22.24393396
  24.61758402 148.90715524]",0,25.39181114,25.83840927,25.67617498,21.47103127,22.24393396,24.61758402,148.90715524,0.9652533273855641,0.4724531225897371,0.0,0.3557115593520753,0.4537080587745048,0.9973723850484073,0.07299444486493732,0.6534460353585807
51,4,6.6,0.25,0.29,1.1,0.068,39.0,124.0,0.9914,3.34,0.58,11.0,3,"[0.12828226 0.13703591 0.12369388 0.10732207 0.11486779 0.11184761
 0.27695047]","[24.95067574 26.65324551 24.05824363 20.87395462 22.34158501 21.754164
 53.86638098]",1,24.95067574,26.65324551,24.05824363,20.87395462,22.34158501,21.754164,53.86638098,1.0,0.778648392498921,0.044483857414466206,0.8649554080251564,0.5523616241831558,0.9954744611722548,0.1148677947923321,0.947274619413583
52,4,6.2,0.16,0.33,1.1,0.057,21.0,82.0,0.991,3.32,0.46,10.9,4,"[0.12684147 0.11637758 0.12659669 0.10783519 0.10323924 0.10527245
 0.31383738]","[26.67536143 24.47475658 26.62388215 22.67825103 21.7117009  22.13929423
 66.00148534]",0,26.67536143,24.47475658,26.62388215,22.67825103,21.7117009,22.13929423,66.00148534,0.9806862257424054,0.6907477167681502,0.0,0.5260465877738449,0.6008755507725373,0.9979667916807061,0.1032392411170192,0.7459604721802352
