index,true_label,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,education_10th,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Prof-school,education_Some-college,marital-status_Divorced,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed,occupation_Adm-clerical,occupation_Craft-repair,occupation_Exec-managerial,occupation_Farming-fishing,occupation_Handlers-cleaners,occupation_Machine-op-inspct,occupation_Other-service,occupation_Prof-specialty,occupation_Protective-serv,occupation_Sales,occupation_Tech-support,occupation_Transport-moving,relationship_Husband,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_White,sex_Female,sex_Male,native-country_Cambodia,native-country_China,native-country_Columbia,native-country_Mexico,native-country_Nicaragua,native-country_Philippines,native-country_Puerto-Rico,native-country_United-States,label,description_lengths,description_lengths_unnormalized,is_error,L_0,L_1,L_2,L_3,r_min,r_med,relative_position,pseudo_probability,normalized_entropy,description_length_margin,description_length_true_cost,kullback_leibler_divergence
10,3,41.0,207685.0,14.0,0.0,0.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,[0.17027583 0.29582376 0.16132066 0.37257975],[35.02489422 60.84948173 33.18286085 76.63781005],1,35.02489422,60.84948173,33.18286085,76.63781005,1.0,1.0,0.9999999999769877,1.0,0.2879128759120709,0.991044833610727,0.37257975446299585,1.0
11,0,39.0,187847.0,10.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,[0.07764782 0.0693266  0.16706133 0.68596425],[ 22.55495438  20.13782477  48.52757706 199.25725601],1,22.55495438,20.13782477,48.52757706,199.25725601,1.0,0.25255371712403263,0.013494513650770935,0.9181242300172733,0.20437717016335574,0.9916787748580052,0.07764782355357505,0.973671444639034
12,1,30.0,49795.0,9.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,[0.09169886 0.09368806 0.20850706 0.60610602],[ 22.06946442  22.54821332  50.1820768  145.87352308],1,22.06946442,22.54821332,50.1820768,145.87352308,1.0,0.3101186018037526,0.0038669887334704307,0.6174524022341203,0.47991072806677626,0.9980107932848535,0.09368806351450357,0.7999991349189483
13,3,50.0,36489.0,10.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,[0.10484623 0.23603636 0.07541674 0.58370068],[ 26.4272664   59.49470778  19.00934562 147.12606983],1,26.4272664,59.49470778,19.00934562,147.12606983,1.0,1.0,0.9999999999921947,1.0,0.00364369594494396,0.9705705086017931,0.5837006804100667,1.0
14,0,36.0,103886.0,10.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,[0.09019143 0.13692198 0.26671692 0.50616966],[ 23.54708308  35.74744459  69.63416995 132.15023517],0,23.54708308,35.74744459,69.63416995,132.15023517,0.6587067509135566,0.2973969567674942,0.0,5.028612088731066e-06,4.7882695000849806e-05,0.9532694523469395,0.09019143302094777,0.5000018503810153
15,3,54.0,317733.0,16.0,0.0,2472.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,[0.18224187 0.14122821 0.29414016 0.38238976],[100.35838928  77.77265988 161.97941707 210.57740349],1,100.35838928,77.77265988,161.97941707,210.57740349,1.0,1.0,0.9999999999924702,1.0,2.642020617245329e-09,0.9589863321096163,0.3823897620927927,1.0
16,0,43.0,187702.0,10.0,2174.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,[0.183893   0.07432316 0.27996654 0.4618173 ],[ 56.92031513  23.00521506  86.65791472 142.94609867],1,56.92031513,23.00521506,86.65791472,142.94609867,1.0,0.6759885473533737,0.2827651343639891,0.9999999999999981,4.692675116405812e-14,0.8904301680620518,0.18389299603352618,1.0
17,0,27.0,175821.0,9.0,0.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,[0.10463153 0.25747599 0.216228   0.42166448],[21.70803302 53.41886179 44.86109131 87.48325122],0,21.70803302,53.41886179,44.86109131,87.48325122,0.48389444807547877,0.35057588125344774,0.0,8.807199414206934e-11,1.5345609946136276e-09,0.8884035272226887,0.10463153012540552,0.500000020038089
18,0,45.0,123283.0,9.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,[0.1422652  0.06598565 0.27477906 0.51697009],[ 67.33960792  31.23355639 130.06353633 244.70189602],1,67.33960792,31.23355639,130.06353633,244.70189602,1.0,0.4975845491277302,0.1691400775984518,0.9999999999999998,5.593495253286174e-15,0.9237204576497725,0.14226519534858026,1.0
19,1,35.0,176837.0,9.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,[0.11260359 0.10012847 0.21995491 0.56731303],[ 23.91764321  21.26785799  46.71967582 120.5005214 ],0,23.91764321,21.26785799,46.71967582,120.5005214,0.8892121101722374,0.3338092228386625,0.0,0.06600224858232873,0.17541226300766408,0.9875248863862965,0.10012847182586371,0.5246073809315784
20,0,33.0,112952.0,10.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,[0.0887168  0.0671035  0.26453697 0.57964274],[ 27.11433493  20.50870593  80.84989809 177.1550377 ],1,27.11433493,20.50870593,80.84989809,177.1550377,1.0,0.2920611151639779,0.04216906278824781,0.9986490953744176,0.007412129035414639,0.9783867004834343,0.08871679624068629,0.9999275005189316
21,0,44.0,98106.0,10.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,[0.09872355 0.1176039  0.18100329 0.60266926],[ 24.79481971  29.53669571  45.45970906 151.36282264],0,24.79481971,29.53669571,45.45970906,151.36282264,0.8394581422581389,0.3286124448299298,0.0,0.008646848772776217,0.035841414676147085,0.9811196512484807,0.09872355231470528,0.5031322434549463
22,2,49.0,281647.0,13.0,0.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,[0.18058318 0.36561452 0.19217932 0.26162298],[27.46034885 55.59710761 29.22371403 39.7836523 ],1,27.46034885,55.59710761,29.22371403,39.7836523,1.0,0.7136954637811503,0.06267122645427727,0.8536311800779949,0.3003755695661854,0.9884038586463643,0.19217931861970128,0.9411615800602801
23,2,39.0,102953.0,13.0,7298.0,0.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,[0.28484617 0.29354994 0.21129285 0.21031104],[54.66652376 56.33691538 40.55046715 40.36204295],1,54.66652376,56.33691538,40.55046715,40.36204295,1.0,0.8036931522819486,0.01179503628675957,0.5469673537591266,0.49681729129873453,0.999018194158718,0.21129284621925004,0.7581040603659875
24,0,51.0,291755.0,4.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,[0.1249498  0.1076791  0.28110858 0.48626253],[ 35.79248682  30.84520976  80.52494173 139.29230682],1,35.79248682,30.84520976,80.52494173,139.29230682,1.0,0.4283747202619338,0.045619266850612204,0.9929473699668786,0.030274185132379446,0.9827293012597931,0.12494979552065888,0.9992138865669913
25,0,34.0,213722.0,9.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,[0.06688523 0.06196654 0.36387751 0.50727072],[ 22.80650798  21.12933507 124.07485649 172.96903683],1,22.80650798,21.12933507,124.07485649,172.96903683,1.0,0.215038594810654,0.011045681007987735,0.8425298147922591,0.31411146843151583,0.9950813120807415,0.06688522967002819,0.9350419465574297
26,2,36.0,148581.0,9.0,0.0,0.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,[0.12390768 0.13325302 0.14012347 0.60271584],[ 21.70773753  23.34497399  24.54862857 105.59149757],1,21.70773753,23.34497399,24.54862857,105.59149757,1.0,0.4888729952077668,0.033866996884873254,0.9534088332128685,0.4414661150091943,0.9906546609903764,0.14012347135732717,0.988153431655029
27,1,22.0,188779.0,10.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,[0.06952808 0.15719737 0.33381848 0.43945607],[ 29.2064644   66.03345841 140.22619365 184.60107918],1,29.2064644,66.03345841,140.22619365,184.60107918,1.0,0.5595522527832547,0.2369901560739466,0.9999999999999999,2.694948874240986e-15,0.9123307071055525,0.15719737007608148,1.0
28,0,25.0,361307.0,13.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,[0.12582963 0.08788832 0.36078738 0.42549468],[ 33.135455    23.14414679  95.00826052 112.04801546],1,33.135455,23.14414679,95.00826052,112.04801546,1.0,0.431825292944941,0.11238327824601309,0.9999542058408846,0.00036308217035641667,0.9620586898580962,0.12582962595326638,0.9999994506211273
29,2,53.0,139671.0,13.0,0.0,1902.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,[0.36335158 0.21196269 0.17773926 0.24694647],[59.12565231 34.49120174 28.92226184 40.18386596],0,59.12565231,34.49120174,28.92226184,40.18386596,0.8385402763632863,0.6484777175456888,0.0,0.003812786317236694,0.018124696240864043,0.9657765618804891,0.1777392566864535,0.5013777902508713
