fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,feature_kDN,feature_DS,feature_DCP,feature_TD_P,feature_TD_U,feature_CL,feature_CLD,feature_MV,feature_CB,feature_N1,feature_N2,feature_LSC,feature_LSR,feature_Harmfulness,feature_Usefulness,feature_F1,feature_F2,feature_F3,feature_F4,instance_hardness,comittee_vote
6.5,0.31,0.14,7.5,0.044,34.0,133.0,0.9955,3.22,0.5,9.5,5,0.3,0.45070422535211263,0.39186991869918697,1.0,0.5357142857142857,0.6193171444615511,0.5412997191842328,0.33712465878070974,0.7397151898734178,0.5,0.5144645470546639,0.9993136582017845,0.9174781535619909,0.0,0.9951956074124915,0.9242424242424243,0.18971606926005904,0.23819788122783692,0.2613892793069259,0.8384129603086554,4
6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8,0.9,0.9014084507042254,0.9238830667402096,0.3333333333333333,0.35714285714285715,0.9093036553705608,0.6897709588164045,0.9203821656050956,0.9687372396896693,1.0,0.0,0.9885714285714285,0.8096283646922111,0.00021172983273343214,0.9942857142857143,0.8636363636363636,0.1697591680350301,0.2154564705784816,0.25798469458180534,0.8884753679523607,9
6.4,0.31,0.38,2.9,0.038,19.0,102.0,0.9912,3.17,0.35,11.0,7,0.6,0.9859154929577465,0.6662989520132377,0.3333333333333333,0.9642857142857143,0.7164319861615819,0.5824627197335697,0.5996360327570518,0.8427929767251939,1.0,0.5960576090025175,0.9988636363636364,0.8876226793043024,0.00024888003982080636,1.0,0.9242424242424242,0.20326267786028746,0.234103004032113,0.27545499755905045,0.8125753084994736,7
6.8,0.26,0.42,1.7,0.049,41.0,122.0,0.993,3.47,0.48,10.5,8,0.8,1.0,0.9915014164305949,1.0,0.35714285714285715,0.9649604826352425,0.714187875038576,0.9203821656050956,0.9687372396896693,1.0,0.5147182691822779,0.9942857142857143,0.8369236869246349,0.0004234596654668643,1.0,0.9696969696969697,0.19766563217637023,0.23922703084470595,0.2604708351476386,0.8561978035876375,6
7.6,0.67,0.14,1.5,0.074,25.0,168.0,0.9937,3.05,0.51,9.3,5,0.6,0.0,0.39186991869918697,1.0,0.7142857142857143,0.814397826764895,0.604137728610293,0.33712465878070974,0.7397151898734178,1.0,0.5525157790262893,0.9993136582017845,0.8377894869911158,0.0,0.9993136582017845,0.8484848484848485,0.1873463982193363,0.2221252500053951,0.26588923684236654,0.8144418205854589,7
6.6,0.27,0.41,1.3,0.052,16.0,142.0,0.9951,3.42,0.47,10.0,6,0.5,0.9859154929577465,0.5240793201133145,1.0,0.5714285714285714,0.4880741878645404,0.37583553421544813,0.0,0.6073397305022459,0.5,0.46248042182802007,0.9986351228389445,0.9176944772302593,0.0,1.0,0.9090909090909091,0.19320828494448442,0.2330701387998696,0.26514560573377716,0.8289332058716351,4
7.0,0.25,0.32,9.0,0.046,56.0,245.0,0.9955,3.25,0.5,10.4,6,0.1,0.9014084507042254,0.5240793201133145,1.0,0.6071428571428571,0.5500571021965396,0.48440794022106437,0.0,0.6073397305022459,0.0,0.3900394125273535,0.9954504094631483,0.9041171843337106,0.00037037037037037035,0.9959053685168335,0.9393939393939394,0.17787040675109905,0.24139186729651885,0.26764647410172404,0.8305820718290201,5
6.9,0.24,0.35,1.0,0.052,35.0,146.0,0.993,3.45,0.44,10.0,6,0.3,0.971830985915493,0.5240793201133145,1.0,0.32142857142857145,0.518715660514907,0.3862496974148493,0.0,0.6073397305022459,0.5,0.4471679741420228,0.9990900818926297,0.9288725371710549,0.0,0.9986351228389445,0.9242424242424242,0.19062355448247717,0.23237940820732678,0.26123387484273575,0.8673704758527944,4
7.0,0.28,0.39,8.7,0.051,32.0,141.0,0.9961,3.38,0.53,10.5,6,0.5,0.9577464788732395,0.5240793201133145,1.0,0.6785714285714286,0.4865588485481892,0.3695444773489284,0.0,0.6073397305022459,0.5,0.5602498102136665,0.9995450409463148,0.9224756094667075,0.0,0.9995450409463148,0.9696969696969697,0.20554786403869513,0.2464404312478451,0.269795852822482,0.8595880211907527,5
7.4,0.27,0.48,1.1,0.047,17.0,132.0,0.9914,3.19,0.49,11.6,6,0.6,0.9859154929577465,0.5339216767788196,0.3333333333333333,0.5714285714285714,0.49153193443326304,0.359523638357023,0.0,0.6073397305022459,0.0,0.4882927076408359,0.9990900818926297,0.922444721240365,0.0,1.0,0.9242424242424243,0.1914767607800367,0.2337135612266062,0.26156346021900084,0.8511341672065184,7
7.2,0.32,0.36,2.0,0.033,37.0,114.0,0.9906,3.1,0.71,12.3,7,0.4,0.8732394366197183,0.6662989520132377,0.3333333333333333,0.6071428571428571,0.649746838762344,0.5230936892847572,0.5996360327570518,0.8427929767251939,1.0,0.5625818743421112,0.9988636363636364,0.8455710407624033,0.00024888003982080636,0.9988636363636364,0.9545454545454546,0.19891751096458543,0.23352488848339742,0.27126847957085787,0.8522863921333458,9
8.5,0.24,0.39,10.4,0.044,20.0,142.0,0.9974,3.2,0.53,10.0,6,0.5,0.9859154929577465,0.5240793201133145,1.0,0.6428571428571429,0.5132423037835574,0.4359881836063434,0.0,0.6073397305022459,0.0,0.44325816847073307,0.9981801637852593,0.8963651991946769,0.0,1.0,0.9090909090909092,0.20318179282329935,0.23581930245329125,0.269795852822482,0.8410740680586503,5
8.3,0.14,0.34,1.1,0.042,7.0,47.0,0.9934,3.47,0.4,10.2,6,0.8,0.8169014084507042,0.4482158398607484,0.6666666666666666,0.25,0.5187037463663429,0.36824714369533357,0.0,0.6073397305022459,1.0,0.6029829362780756,0.9995450409463148,0.9240078140225693,0.0011111111111111111,1.0,0.8484848484848485,0.182478432057179,0.21660928651186237,0.2614726664602728,0.8631358352163,8
7.4,0.25,0.36,2.05,0.05,31.0,100.0,0.992,3.19,0.44,10.8,6,0.6,0.5774647887323944,0.5240793201133145,1.0,0.39285714285714285,0.5447831538046879,0.4205430081778696,0.0,0.6073397305022459,0.5,0.48893945441650477,0.9990900818926297,0.941845789479228,0.0,1.0,0.9696969696969697,0.20001720164798703,0.235257657382389,0.2633698179279363,0.8530676758654283,4
6.2,0.12,0.34,1.5,0.045,43.0,117.0,0.9939,3.42,0.51,9.0,6,0.5,0.704225352112676,0.4482158398607484,0.6666666666666666,0.4642857142857143,0.5366777252105464,0.40534971907938816,0.0,0.6073397305022459,0.0,0.4397387241298205,0.9977252047315741,0.9017871719201072,0.0,0.9990900818926297,0.8939393939393939,0.17775529563174014,0.23033393344722164,0.26686056810371317,0.8580437266212481,4
5.8,0.27,0.2,14.95,0.044,22.0,179.0,0.9962,3.37,0.37,10.2,5,0.7,0.8169014084507042,0.6288951841359773,1.0,0.42857142857142855,0.6348859944904828,0.5644661815011175,0.33712465878070974,0.7397151898734178,1.0,0.5026306821834232,0.9993136582017845,0.8429298451282418,0.0,1.0,0.8636363636363636,0.20374059009442566,0.2218537116841441,0.24804000870176957,0.8735876493238754,5
7.3,0.28,0.43,1.7,0.08,21.0,123.0,0.9905,3.19,0.42,12.8,5,1.0,0.9859154929577465,0.90292333149476,0.3333333333333333,0.21428571428571427,0.8119338426824212,0.7337136887956895,0.33712465878070974,0.7397151898734178,1.0,0.5743642636463251,0.9993136582017845,0.8624486452908587,0.0,1.0,0.9242424242424243,0.1967756276527021,0.2286926569007652,0.259922848776333,0.8592319371944863,4
6.5,0.39,0.23,5.4,0.051,25.0,149.0,0.9934,3.24,0.35,10.0,5,0.5,0.8028169014084507,0.6288951841359773,1.0,0.6071428571428571,0.7071801597367204,0.5932636305459611,0.33712465878070974,0.7397151898734178,0.0,0.49478585242238715,0.9986273164035689,0.8304188487755603,0.0,1.0,0.8939393939393939,0.20545762936961204,0.234494923868429,0.2631294375384935,0.8447393289958229,7
7.0,0.33,0.32,1.2,0.053,38.0,138.0,0.9906,3.13,0.28,11.2,6,0.9,0.971830985915493,0.5339216767788196,0.3333333333333333,0.5357142857142857,0.5502529983892198,0.4076737890747072,0.0,0.6073397305022459,1.0,0.5366968070775204,0.9995450409463148,0.8943868311366725,0.0,1.0,0.9242424242424243,0.18856544921130305,0.23125168413199787,0.26744722512531865,0.8691603970842606,7
7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5,0.0,0.7605633802816901,0.39186991869918697,1.0,0.25,0.535689495489448,0.47740589196532746,0.33712465878070974,0.7397151898734178,0.0,0.0,0.9924502402196294,0.8744079069107358,0.0,0.9993136582017845,0.8787878787878789,0.18015098958521464,0.2250490499836064,0.269795852822482,0.8122071558850795,5
7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5,0.0,0.7605633802816901,0.39186991869918697,1.0,0.25,0.535689495489448,0.47740589196532746,0.33712465878070974,0.7397151898734178,0.0,0.0,0.9924502402196294,0.8744079069107358,0.0,0.9993136582017845,0.8787878787878789,0.18015098958521464,0.2250490499836064,0.269795852822482,0.8377563273277696,6
6.7,0.23,0.39,2.5,0.172,63.0,158.0,0.9937,3.11,0.36,9.4,6,0.4,0.8450704225352113,0.4482158398607484,0.6666666666666666,0.6428571428571429,0.5070929970585399,0.37188240552538165,0.0,0.6073397305022459,0.5,0.13536467101931393,0.9986351228389445,0.9202895442166508,0.00037037037037037035,0.9990900818926297,0.8787878787878788,0.17837139901360016,0.22860601629177513,0.269795852822482,0.8507788835738707,6
6.7,0.24,0.39,2.9,0.173,63.0,157.0,0.9937,3.1,0.34,9.4,6,0.4,0.9577464788732395,0.6886178861788618,1.0,0.6428571428571429,0.5070441134850621,0.3712105563160626,0.0,0.6073397305022459,0.0,0.13120531953881354,0.9986351228389445,0.9177825315697193,0.0,0.9990900818926297,0.8787878787878788,0.1776548032534168,0.22859759189489973,0.269795852822482,0.8629150915429699,4
7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,0.7,0.8309859154929577,0.6886178861788618,1.0,0.2857142857142857,0.5669141675052738,0.5027743004263376,0.0,0.6073397305022459,0.5,0.0,0.9990900818926297,0.925763989212639,0.00037037037037037035,0.9995450409463148,0.9242424242424242,0.21779050813842304,0.23772279142793226,0.26143655668322313,0.8415732264405783,7
6.6,0.24,0.27,1.4,0.057,33.0,152.0,0.9934,3.22,0.56,9.5,6,0.7,0.8732394366197183,0.6886178861788618,1.0,0.6428571428571429,0.4831640840206153,0.3863919475560949,0.0,0.6073397305022459,0.0,0.16824678641969093,0.9986351228389445,0.9237837094036476,0.00037037037037037035,0.9990900818926297,0.9242424242424242,0.1940868728602591,0.23306264506381869,0.2619162535536692,0.8475165114592005,7
6.7,0.23,0.26,1.4,0.06,33.0,154.0,0.9934,3.24,0.56,9.5,6,0.7,0.9014084507042254,0.4482158398607484,0.6666666666666666,0.6071428571428571,0.4763911408072822,0.39068266348368014,0.0,0.6073397305022459,0.0,0.1486040957745388,0.9986351228389445,0.911059586635329,0.0,0.9995450409463148,0.9090909090909091,0.1940868728602591,0.23317601183667735,0.26277715236364446,0.8246240273397638,5
7.4,0.18,0.31,1.4,0.058,38.0,167.0,0.9931,3.16,0.53,10.0,7,0.7,1.0,0.834638816362054,0.6666666666666666,0.5714285714285714,0.8689818847584112,0.7009917028314784,0.5996360327570518,0.8427929767251939,1.0,0.5140973092384029,0.9988636363636364,0.8918925966310449,0.0004977600796416127,1.0,0.9090909090909091,0.1933230153570566,0.23320258371928804,0.2608729815056944,0.8527990543081696,5
6.2,0.45,0.26,4.4,0.063,63.0,206.0,0.994,3.27,0.52,9.8,4,1.0,1.0,0.9495934959349593,1.0,0.42857142857142855,0.9710036061068194,0.7096672730517015,0.9258416742493175,0.9708809718252347,1.0,0.9156668864662775,0.9938650306748467,0.9762490700708748,0.00021119324181626187,1.0,0.8939393939393939,0.19947859658812325,0.23752797669423975,0.2736199547077045,0.7923082736633547,4
6.2,0.46,0.25,4.4,0.066,62.0,207.0,0.9939,3.25,0.52,9.8,5,0.7,0.9859154929577465,0.39186991869918697,1.0,0.42857142857142855,0.5511505358026142,0.47781857576613407,0.33712465878070974,0.7397151898734178,0.5,0.8854779164013401,0.9993136582017845,0.9778806278959127,0.0002906131938390003,1.0,0.8939393939393939,0.2064927818417073,0.2381256002530359,0.2675189177076332,0.7868656119347464,5
7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,0.7,0.8309859154929577,0.6886178861788618,1.0,0.2857142857142857,0.5669141675052738,0.5027743004263376,0.0,0.6073397305022459,1.0,0.0,0.9990900818926297,0.925763989212639,0.0011111111111111111,0.9995450409463148,0.9242424242424242,0.21779050813842304,0.23772279142793226,0.26143655668322313,0.8405885253064392,4
6.9,0.19,0.35,5.0,0.067,32.0,150.0,0.995,3.36,0.48,9.8,5,0.8,1.0,0.7641427328111401,0.6666666666666666,0.4642857142857143,0.6694278829882794,0.5968085253485801,0.33712465878070974,0.7397151898734178,1.0,0.568697360953283,0.9993136582017845,0.9087654664015308,0.0002906131938390003,1.0,0.9393939393939394,0.1955189649412688,0.2396667571241717,0.26551827874571365,0.8274857059260892,7
7.2,0.19,0.31,1.6,0.062,31.0,173.0,0.9917,3.35,0.44,11.7,6,0.3,0.7605633802816901,0.5339216767788196,0.3333333333333333,0.6071428571428571,0.4456437410806465,0.32098779752973516,0.0,0.6073397305022459,0.0,0.4754937265108745,0.9981801637852593,0.89921376996277,0.0,0.9995450409463148,0.9545454545454546,0.19587039940634293,0.2310333974914318,0.25623325107943706,0.815331650315537,6
6.6,0.25,0.29,1.1,0.068,39.0,124.0,0.9914,3.34,0.58,11.0,7,0.3,0.9859154929577465,0.6662989520132377,0.3333333333333333,0.6071428571428571,0.851387650869716,0.7159652261159675,0.5996360327570518,0.8427929767251939,0.0,0.41671626362311265,0.9943181818181818,0.8316677175346922,0.0,0.9977272727272727,0.9696969696969697,0.19064994972438778,0.24352527275036692,0.2666156801305566,0.8125642394675712,7
6.2,0.16,0.33,1.1,0.057,21.0,82.0,0.991,3.32,0.46,10.9,7,0.4,0.9577464788732395,0.6662989520132377,0.3333333333333333,0.2857142857142857,0.7478385851808401,0.6152618801898768,0.5996360327570518,0.8427929767251939,1.0,0.5141943041994175,0.9988636363636364,0.8747810392094705,0.0,1.0,0.8787878787878788,0.18837924750269097,0.23026489865548305,0.2696303130721451,0.8606572256931591,5
6.4,0.18,0.35,1.0,0.045,39.0,108.0,0.9911,3.31,0.35,10.9,6,0.4,0.971830985915493,0.5339216767788196,0.3333333333333333,0.5,0.5840057134787524,0.45914851802506285,0.0,0.6073397305022459,0.0,0.47492105508227267,0.9986351228389445,0.9214667028555025,0.0,0.9995450409463148,0.9242424242424242,0.19062355448247717,0.23147296351017826,0.2719579404300716,0.8429282435794159,7
6.8,0.2,0.59,0.9,0.147,38.0,132.0,0.993,3.05,0.38,9.1,6,0.5,0.9295774647887324,0.4482158398607484,0.6666666666666666,0.42857142857142855,0.6373820497730482,0.5712057246134487,0.0,0.6073397305022459,0.3333333333333333,0.4835610068460586,0.9990900818926297,0.9311321351224237,0.0,0.9995450409463148,0.8636363636363636,0.189778543767016,0.22027162739433737,0.26156346021900084,0.8605769926180025,7
6.9,0.25,0.35,1.3,0.039,29.0,191.0,0.9908,3.13,0.52,11.0,6,0.4,0.9577464788732395,0.5339216767788196,0.3333333333333333,0.4642857142857143,0.5331883844596378,0.41177484525147645,0.0,0.6073397305022459,1.0,0.5265094023610049,0.9995450409463148,0.9311102420354392,0.0,0.9995450409463148,0.9242424242424243,0.19320828494448442,0.23032020137248485,0.2661395770032706,0.8480422278532306,8
7.2,0.21,0.34,11.9,0.043,37.0,213.0,0.9962,3.09,0.5,9.6,6,0.1,0.5915492957746479,0.4482158398607484,0.6666666666666666,0.5357142857142857,0.5694277496037127,0.5074014312215481,0.0,0.6073397305022459,0.0,0.4673827647937734,0.9954504094631483,0.9162325639909618,0.0,0.9990900818926297,0.8939393939393939,0.19838402954549328,0.23022681506739454,0.25955606365428224,0.8513730444733036,8
6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,6,0.9,0.8169014084507042,0.4482158398607484,0.6666666666666666,0.5,0.5132149529324701,0.44095258705373586,0.0,0.6073397305022459,1.0,0.0,0.9990900818926297,0.9446271347893074,0.00037037037037037035,0.9995450409463148,0.8787878787878788,0.18999296273375918,0.227669438783104,0.2736389121924355,0.846183408919261,6
6.6,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2,6,0.6,0.5774647887323944,0.5240793201133145,1.0,0.39285714285714285,0.5121753490932948,0.38645423553672786,0.0,0.6073397305022459,1.0,0.0,0.9990900818926297,0.9213966946853436,0.00037037037037037035,0.9995450409463148,0.8939393939393939,0.19210854676303418,0.22481462735904742,0.255820924307986,0.831890188439423,5
7.4,0.2,0.36,1.2,0.038,44.0,111.0,0.9926,3.36,0.34,9.9,6,0.4,0.8732394366197183,0.4482158398607484,0.6666666666666666,0.5,0.5504443487581807,0.4218927389717181,0.0,0.6073397305022459,0.5,0.5179643408529209,0.9995450409463148,0.938730107834719,0.00037037037037037035,0.9995450409463148,0.9242424242424242,0.19233829311111444,0.23173404892716887,0.2633698179279363,0.8807594273626348,3
6.8,0.22,0.24,4.9,0.092,30.0,123.0,0.9951,3.03,0.46,8.6,6,0.7,0.8028169014084507,0.4482158398607484,0.6666666666666666,0.25,0.5871869723493,0.520261912110817,0.0,0.6073397305022459,1.0,0.5804041094224535,0.9995450409463148,0.9255439823645251,0.0007407407407407407,1.0,0.9242424242424242,0.18194390751021947,0.2268050899007161,0.26514560573377716,0.8734901314706607,5
6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,6,0.9,0.8169014084507042,0.4482158398607484,0.6666666666666666,0.5,0.5132149529324701,0.44095258705373586,0.0,0.6073397305022459,1.0,0.0,0.9990900818926297,0.9446271347893074,0.0014814814814814814,0.9995450409463148,0.8787878787878788,0.18999296273375918,0.227669438783104,0.2736389121924355,0.8499095073623382,5
7.0,0.47,0.07,1.1,0.035,17.0,151.0,0.991,3.02,0.34,10.5,5,0.4,0.8450704225352113,0.6288951841359773,1.0,0.35714285714285715,0.7837575156716885,0.6032573215181105,0.33712465878070974,0.7397151898734178,0.0,0.4221733504207298,0.9958819492107069,0.8162805179182636,0.0,0.997254632807138,0.8636363636363636,0.17476526862465191,0.21724544202211993,0.25486369112057944,0.8329721457987663,7
6.6,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2,6,0.6,0.5774647887323944,0.5240793201133145,1.0,0.39285714285714285,0.5121753490932948,0.38645423553672786,0.0,0.6073397305022459,1.0,0.0,0.9990900818926297,0.9213966946853436,0.0007407407407407407,0.9995450409463148,0.8939393939393939,0.19210854676303418,0.22481462735904742,0.255820924307986,0.8423415201785434,8
7.2,0.24,0.27,1.4,0.038,31.0,122.0,0.9927,3.15,0.46,10.3,6,0.5,1.0,0.5240793201133145,1.0,0.5714285714285714,0.5641744732171615,0.4410587432727151,0.0,0.6073397305022459,0.5,0.5144941977708073,0.9995450409463148,0.9394868988302593,0.0,0.9995450409463148,0.9242424242424242,0.1940868728602591,0.2314258926552948,0.2576620453218333,0.8167031270506949,7
